ahe,bachelor,female,age
24.03942299,1,1,27
21.15384674,1,1,25
28.84615326,1,0,34
17.09401703,1,0,30
28.84615326,1,1,27
26.92307663,1,0,25
26.82692337,1,0,25
38.46154022,1,0,32
21.63461494,1,1,25
20.67307663,1,0,31
12.58741283,0,0,33
43.75,1,0,32
40.04807663,1,1,33
29.069767,1,0,34
36.05769348,1,1,25
35.25640869,1,0,30
45.67307663,1,0,28
16.34615326,1,1,28
26.44230843,1,0,33
16.82692337,1,1,29
19.23077011,1,1,26
23.07692337,1,1,26
52.88461685,1,0,31
24.03846169,1,1,32
15.73426533,0,0,32
8.07692337,0,1,28
28.84615326,0,0,31
10,0,0,25
38.46154022,1,0,28
23.07692337,1,0,33
21.15384674,1,1,31
12.30769253,1,0,27
15.38461494,0,0,32
11.45833302,0,1,25
26.44230843,1,1,34
13.73626328,0,1,28
22.59615326,1,1,29
32.96703339,1,1,29
21.63461494,1,0,31
23.38877296,0,0,34
5.769230843,1,1,34
17.62820435,0,1,30
14.42307663,0,0,28
10.625,0,1,26
12,0,0,28
10.57692337,0,1,32
3.205128193,0,1,30
14.42307663,1,0,32
31.25,0,0,27
23.55769157,1,1,27
25,1,0,32
15.38461494,0,0,34
28.84615326,1,0,27
21.63461494,1,1,30
20.19230843,1,1,29
9.615385056,1,0,32
34.61538315,1,0,34
14.42307663,1,1,31
36.05769348,1,0,33
20.67307663,1,0,25
11.53846169,0,0,26
16.02564049,1,0,29
7.211538315,0,1,32
32.38866425,1,1,30
28.84615326,1,1,30
17.71255112,0,0,34
30.76922989,1,0,34
27.40384674,0,0,33
17.30769157,1,1,34
27.47252655,1,1,34
15.81196594,1,0,28
17.30769157,1,1,30
21.63557625,1,0,27
33.65384674,1,1,33
28.34008026,1,1,25
10.20408154,0,0,31
7.692307472,0,1,27
23.27935219,1,0,28
28.36538506,1,1,28
14.42307663,1,1,33
8.653845787,1,0,29
8.894230843,1,1,31
23.50427437,1,0,29
4.326922894,0,1,25
17.30769157,0,0,25
10,0,1,25
8.990385056,0,0,30
26.92307663,0,0,31
14.42307663,1,0,29
17.71255112,0,0,27
33.65384674,1,0,26
18.26922989,1,0,25
31.25,1,1,32
11.53846169,0,0,25
17.78846169,0,0,25
19.799999239999998,0,0,32
19.23077011,1,1,28
22.11538506,0,0,28
13.05667973,1,0,27
20.19230843,0,0,29
19.23077011,1,1,25
10.84812641,1,1,32
18.26922989,1,1,28
24.03846169,1,0,28
29.9145298,1,0,32
21.93877602,0,1,33
38.46154022,1,0,28
19.23077011,0,0,32
14.42307663,0,1,26
15.38461494,0,1,30
53.84615326,0,1,30
20,0,0,34
24.03846169,1,0,28
24.03846169,0,0,32
14.42307663,1,1,31
7.933653831,0,1,30
13.94230747,0,0,30
25.48077011,1,0,31
10.19230747,0,0,32
16.76528549,1,1,34
16.82692337,1,1,27
19.23077011,0,0,30
21.63461494,1,1,26
8.241758347,0,1,27
16.82692337,0,0,28
13.94230747,0,0,29
43.26922989,1,1,33
33.65384674,1,0,33
33.65384674,0,0,32
18.13186836,0,1,31
19.23077011,0,0,34
17.30769157,1,1,34
9.615385056,0,0,31
19.23077011,0,0,30
20.5128212,0,0,28
18.75,0,1,30
32.30769348,1,0,30
17.78846169,0,0,27
13.69999981,0,1,32
13.46153831,0,0,32
5.128846169,0,0,31
11.96581173,0,0,27
12.24489784,0,1,26
9.375,1,0,25
16.5,0,0,31
13.67884636,0,0,25
24.03846169,1,1,34
20.19230843,0,0,34
9.340659142,0,1,33
10.57692337,1,1,34
12,0,0,25
21.63557625,1,1,31
19.23077011,1,0,29
14.42307663,1,1,25
11.53846169,1,0,28
12.98076916,1,0,27
12.01923084,0,0,33
27.2435894,1,1,30
14.28571415,1,0,29
28.84615326,1,0,30
30,1,0,26
24.03846169,1,0,30
11.88365364,0,1,33
15.53254414,0,1,33
11.77884579,0,0,30
17.45192337,1,1,30
15.38461494,1,1,30
15.86538506,1,1,33
11.39423084,1,1,34
24.03846169,1,0,34
28.14258957,0,0,28
4.754273415,0,1,28
8.625,0,0,32
16.34615326,0,1,32
15.38461494,1,1,32
12.82051277,0,0,31
32.69230652,1,0,33
7.692307472,0,0,33
9.615385056,0,0,34
14.28681278,0,1,34
47.11538315,1,0,32
19.23077011,1,1,32
13.94230747,0,0,26
16.34615326,0,0,25
16.82692337,1,1,34
13.46153831,0,0,33
14.52991486,1,0,27
26.44230843,1,1,34
16.82692337,1,0,31
14.42307663,0,0,28
31.25,1,0,30
27.30769157,1,1,27
17.30769157,1,1,27
13.46153831,0,0,27
37.5,1,0,34
20.16885567,1,1,26
14.42307663,0,0,29
13.46153831,0,1,27
16.11778831,1,1,28
35.25640869,0,0,34
24.03846169,0,0,30
16.5,0,1,29
74.5192337,1,0,33
14.79289913,1,1,26
22.59615326,0,1,29
19.23077011,1,0,29
26.875,1,0,33
14.42307663,1,0,28
26.44230843,1,0,29
8.653845787,0,1,34
10.09615421,0,0,27
30.28846169,0,0,31
16.82692337,1,1,33
15.86538506,0,0,28
14.9572649,0,0,28
8.791209221,0,0,27
17.30769157,1,0,26
10,1,0,27
4.273504257,1,1,27
20.19230843,1,1,32
12.39316273,0,0,30
27.47252655,1,1,31
16.82692337,0,0,33
15.38461494,1,0,29
15.38461494,1,0,31
24.03846169,1,1,33
19.71153831,0,1,32
13.46153831,0,0,31
9.615385056,1,0,27
9.230769157,1,1,33
9.615385056,0,1,28
24.50980377,0,0,30
2.403846264,1,1,33
19.23077011,0,0,26
23.07692337,1,0,28
5.494505405,0,0,26
29.38034248,1,1,28
12.01923084,1,0,25
22.97008514,0,0,34
12.01923084,0,0,33
20.19230843,0,0,30
13.46153831,0,1,25
54.54545593,1,0,28
9.592308044,1,0,30
17.30769157,1,1,29
24.03846169,1,0,31
19.23077011,0,0,30
17.30769157,1,1,34
4.807692528,0,1,31
30.76922989,1,1,30
11.53846169,0,0,29
14.506250380000001,0,0,29
7.131410122,0,1,27
15.86538506,0,0,32
19.58041954,1,0,26
23.07692337,1,1,27
6.593406677,0,1,34
8.653845787,0,1,25
10.57692337,0,0,26
15.38461494,1,0,32
14.42307663,0,0,29
17.58241844,1,1,28
23.07692337,0,0,33
15.38461494,0,0,28
11.05769253,1,0,32
24.03846169,1,0,33
9.615385056,0,0,28
17.30769157,0,0,29
19.23077011,0,0,28
11,0,0,29
17.71255112,0,0,26
5.769230843,1,1,25
10,0,0,29
16.82692337,0,0,33
8.653845787,0,0,32
12,0,0,32
13.7435894,0,0,29
11.90476227,0,0,27
6.730769157,0,1,28
35.57692337,0,0,28
24.03846169,1,1,26
21.15384674,0,0,28
38.46154022,1,1,26
16.02564049,0,0,30
21.15384674,1,1,25
14.42307663,1,0,29
13.94230747,0,1,30
16.48351669,1,1,32
40.86538315,1,1,33
26.70940208,1,1,27
9.134614944,0,0,31
15.3855772,0,0,29
12.88461494,1,1,34
23.50427437,1,0,27
37.01922989,0,0,27
15.93406582,1,1,29
10.48951054,0,0,33
14.42307663,0,0,28
10.09615421,0,0,27
6.610577106,0,1,31
12.65182209,0,0,34
33.65384674,1,0,31
19.23077011,0,0,26
10.43956089,0,0,27
12.0165596,0,0,28
17.09401703,0,0,30
36.32478714,1,0,29
59.61538315,1,0,26
18.26922989,0,0,34
25,1,1,32
19.23077011,1,0,31
19.23077011,1,1,30
12.5,0,0,30
20.19230843,1,1,33
20.54195786,1,0,28
17,0,0,29
32,0,0,27
13,1,0,28
22.11538506,1,1,28
10.91346169,1,0,25
62.5,1,0,26
42.73504257,1,1,34
10.57692337,0,0,34
16.10577011,1,1,27
20.19230843,0,0,26
21.875,1,1,31
15.38461494,0,1,32
14.42307663,0,0,27
16.82692337,0,0,33
12.80000019,0,1,30
9.134614944,0,0,32
22.59615326,0,0,34
57.69230652,1,0,30
38.94326782,1,1,28
28.84615326,1,0,26
19.23077011,1,0,28
25.96153831,1,1,29
25,1,1,32
17.30769157,0,1,33
39.42307663,1,1,34
16.92307663,1,0,34
11.53846169,0,0,30
12.01923084,0,1,34
16.15384674,1,0,27
21.2550602,1,1,28
18.13186836,1,0,29
16.70040512,1,0,28
12.98076916,1,1,34
21.36752129,1,1,34
10.98901081,0,0,25
7.142857075,0,1,30
20.03205109,1,1,32
25.40865326,1,1,32
15.86538506,0,1,31
32.5,0,0,28
9.134614944,0,0,26
5.329670429,0,1,34
24.03846169,1,0,29
21.63461494,0,0,34
6.923077106,0,1,32
12.98076916,0,0,29
12.98076916,0,1,29
29.24679565,0,0,32
9.430473328,1,1,34
21.53846169,1,0,32
17.71255112,1,0,28
16.34615326,0,0,31
14.90384579,0,0,28
13,1,1,28
29.5,1,0,29
9.920635223,0,0,27
9.134614944,0,1,25
9,1,0,26
19.23077011,1,1,33
24,0,0,27
15.38461494,0,0,27
18.75,0,0,26
12.5,0,0,30
19.23077011,0,1,32
14.42307663,0,1,27
19.23077011,0,0,29
12.01923084,0,0,33
11.53846169,0,1,31
13.46153831,0,0,32
3.205128193,0,1,25
25.96153831,1,0,30
13.46153831,0,1,25
10.57692337,0,0,27
31.25,1,1,26
17.62820435,0,0,30
16.82692337,1,1,28
5.494505405,0,1,30
18.02884674,0,0,27
15.38461494,1,1,27
19.23077011,0,0,31
22.59615326,0,0,28
12.5,1,1,33
24.03846169,1,1,28
16.82692337,1,0,34
17.06730843,1,1,29
20.87912178,0,0,32
16.66666603,1,1,30
55.28845978,1,0,30
33.65384674,1,0,30
25.64102554,1,0,30
36.05769348,1,1,32
43.26922989,0,0,34
8.97959137,1,1,33
19.23077011,1,0,29
14.76648331,1,1,25
11.05769253,0,0,27
13.18681335,0,0,33
15.38461494,0,0,34
8.413461685,0,1,25
60.09615326,1,0,33
16.82692337,1,0,34
9.551281929,0,0,32
20.19326973,1,1,33
8.846154213,1,0,29
13.26923084,1,1,25
13.26923084,1,1,25
13.19999981,1,0,33
16.82692337,1,0,27
12.01923084,0,1,27
9.615385056,0,0,29
43.40277863,1,1,29
40.86538315,1,0,31
33.65384674,1,1,31
37.01922989,1,0,30
28.47633171,1,0,27
22.95918274,1,0,33
15,0,0,25
19.23077011,1,0,26
7.5,0,1,28
57.69230652,1,0,31
16.34615326,1,1,25
7.211538315,0,0,27
7.211538315,0,1,27
28.84615326,1,0,31
35.25640869,1,1,31
17.30769157,1,0,30
19.78022003,1,1,29
15.625,0,1,30
34.18803406,1,0,27
31.981250760000002,1,1,27
29.80769157,1,1,25
28.84615326,1,1,29
33.84615326,1,0,27
21.36752129,1,0,31
24.03846169,1,0,31
24.03846169,1,1,28
16.34615326,1,1,25
18.2701931,1,0,27
21.63461494,1,1,29
19.23077011,0,0,26
26.92307663,1,0,32
8.653845787,1,0,26
7.5,0,1,27
60.09615326,1,0,32
32.69230652,1,1,31
53.84615326,1,1,26
12.98076916,0,1,33
11.05769253,1,1,26
8.653845787,0,1,27
19.58333397,1,1,34
6.593406677,1,0,31
25,0,0,34
16.34615326,0,1,34
25.83990479,0,0,32
10.09615421,0,1,26
14.42307663,1,1,27
11.53846169,0,0,30
8.846154213,0,0,30
24.95192337,1,1,34
16.64201164,1,1,31
48.07692337,1,0,30
20.2429142,1,0,27
26.44230843,1,0,25
16.82692337,1,1,32
9.615385056,0,1,32
17.30769157,0,0,33
9.615385056,0,1,32
16.82692337,1,1,31
14.42307663,1,1,30
17.09401703,0,0,25
11.53846169,0,1,31
11.53846169,1,0,31
55.28845978,0,0,31
10,0,1,31
12.01923084,1,0,27
30.76922989,1,1,27
12.98076916,0,1,34
12.94378662,1,1,28
19.23077011,1,1,30
42.73504257,1,0,32
25.72649574,1,0,26
15.10683727,1,1,25
18.75,1,0,26
39.90384674,1,1,25
14.42307663,0,0,33
16.82692337,1,0,26
19.71153831,1,0,25
14.42307663,1,1,25
6.81089735,0,0,29
10.09615421,0,0,32
28.47633171,1,0,32
9.829059601,1,0,29
7.211538315,0,1,25
38.46154022,1,0,29
4.591836929,0,0,27
13.67521381,0,1,32
15.07276535,1,1,29
14.11538506,0,1,28
9.109312057,0,0,30
8.791209221,0,0,33
7.692307472,0,0,26
6.410256386,0,0,25
11.92307663,0,0,31
25.24038506,1,0,29
21.63461494,1,1,33
36.6300354,1,0,27
13.84615421,1,1,32
24.03846169,1,0,30
25.24038506,1,0,28
12.74038506,1,1,27
42.73504257,1,0,34
28.63247871,1,1,34
12.58741283,0,0,28
24.03846169,0,0,34
11.05769253,1,0,27
16.11778831,1,1,29
16.66666603,0,1,34
18.75,1,1,27
13.73626328,1,0,28
17.09401703,1,0,27
24.03846169,1,0,26
17.30769157,0,0,32
11.53846169,0,0,25
8.791209221,0,1,30
21.63461494,1,1,29
21.15384674,0,0,32
15.38461494,1,0,30
24.75961494,1,1,29
28.84615326,1,0,25
21.36752129,1,1,31
12.01923084,0,1,32
18.75,1,1,28
9.061538696,0,1,34
23.93162346,0,1,31
13.80219746,1,1,27
16.82692337,0,1,31
8.653845787,1,1,27
11.83431911,0,0,28
26.20192337,1,1,30
15.86538506,0,0,33
14.90384579,0,0,31
11.05769253,0,0,33
21.92307663,0,0,33
16.82692337,1,1,33
8.653845787,0,0,29
31.2509613,1,1,31
44.71154022,1,0,28
35.25640869,0,0,33
37.5,1,1,28
16.82692337,0,0,33
38.46154022,0,1,33
13.94230747,0,0,32
9.890110016,0,1,30
2.307692289,1,1,31
2.5,0,1,30
6.837606907,0,0,26
19.71153831,0,0,28
22.59615326,1,1,31
28.84615326,1,0,34
21.15384674,1,1,30
12.01923084,0,1,32
27.47252655,0,1,31
10.98901081,0,1,30
19.23077011,1,1,28
6.009615421,0,0,28
49.57265091,1,0,33
14.82371807,0,1,25
32.73322296,0,0,31
9.340659142,0,1,30
24.03846169,0,0,28
22.69230843,0,0,32
19.00673103,1,0,25
5.769230843,0,1,34
6.730769157,0,1,27
17.30769157,1,0,27
12.5,0,1,28
14.9572649,0,0,34
4.903846264,0,0,28
16.19433212,1,1,31
9.615385056,1,0,31
9.134614944,0,0,25
14.42307663,1,1,26
5.494505405,0,1,34
21.15384674,0,0,28
32.69230652,0,0,31
25.96153831,1,0,27
7.026627064,1,1,31
23.07692337,1,0,34
26.44230843,1,1,30
3.924646854,0,1,28
20.0854702,0,0,31
18.75,0,1,32
17.62820435,1,0,34
36.32478714,1,1,34
35.57692337,0,0,34
13.67521381,0,0,30
15.38461494,0,0,33
8.17307663,0,0,27
7.142857075,0,1,25
20,0,0,26
24.03846169,0,0,32
22.11538506,1,1,32
30,1,0,33
17.94871712,1,0,27
13.60576916,1,1,29
19.23077011,1,1,30
25,1,1,28
19.23077011,1,0,33
16.11778831,1,1,29
16.82692337,1,1,27
23.07692337,1,0,26
16.82692337,0,0,28
14.42307663,0,0,28
13.41093159,1,1,32
31.25,1,1,31
34.61538315,1,0,31
7.5,0,0,30
57.69230652,1,0,34
12.01923084,0,0,32
35.25640869,1,1,25
33.65384674,1,0,28
16.34615326,0,1,30
18.26922989,0,1,32
16.64201164,0,0,33
22.11538506,1,0,31
19.23077011,0,1,34
2.403846264,1,0,25
12.36263752,0,0,32
12.98076916,1,1,29
15.38461494,1,1,32
25.49019623,1,1,31
31.25,1,1,28
29.38034248,1,0,33
12.01923084,0,1,27
10.57692337,1,1,26
7.211538315,0,0,25
17.09401703,0,0,28
22.59615326,1,0,30
15.86538506,1,1,29
17.30769157,1,1,34
13.94230747,0,0,27
17.30769157,1,1,33
24.03846169,0,1,29
21.63557625,1,0,27
36.05769348,1,1,28
30.76922989,1,0,34
12.98076916,0,0,34
12.01923084,0,0,29
15.38461494,0,1,25
12.74038506,0,0,28
29.38034248,1,1,32
14.90384579,0,1,29
11.75213718,0,1,26
5.494505405,0,0,30
11.53846169,0,1,32
30.44871712,1,0,33
16.1546154,0,0,30
8.223684311,0,1,30
7.407407284,1,1,25
10.41666698,0,0,26
29.08653831,1,0,32
36.05769348,0,0,30
10.09615421,0,0,34
28.84615326,1,0,31
33.65384674,1,0,31
19.23077011,1,0,31
19.23077011,1,0,25
24.03846169,1,0,25
32.05128098,0,0,33
46.39422989,1,0,32
7.692307472,0,1,32
16.82692337,1,0,32
15.38461494,0,1,28
25,1,1,34
24.03846169,1,0,34
12.82051277,0,0,34
36.05769348,1,1,28
21.63461494,1,1,26
21.36752129,1,0,30
13.94230747,0,0,29
17.78846169,0,0,29
7.396449566,1,0,30
15.38461494,0,0,33
9.29487133,0,0,34
10.57692337,0,1,29
6.923077106,0,0,32
4.807692528,0,0,32
28.84615326,1,0,30
13.46153831,0,0,25
8.654808044,0,1,33
37.98077011,1,1,32
11.29807663,0,0,26
43.27019119,1,0,27
25.64102554,1,1,28
15.625,0,1,34
14.28571415,0,0,29
18.26922989,0,1,33
22.03525734,1,1,33
21.63461494,1,1,25
34.61538315,0,0,34
15.25198936,0,0,30
21.63461494,0,0,34
9.401709557,0,1,29
13.46153831,1,0,29
4.807692528,0,1,34
7.967032909,0,1,28
24.5201931,0,0,30
12.06730747,1,1,26
12.98076916,1,0,25
29.32692337,1,1,27
14.42307663,1,0,28
46.15384674,1,0,33
18.16239357,0,0,28
11.53846169,1,1,33
5.769230843,0,0,31
20.39038467,0,1,27
12.82051277,0,0,33
21.15384674,1,1,29
40.86538315,1,0,28
4.370629311,0,0,25
26.92307663,1,0,27
22.11538506,1,0,25
23.07692337,1,0,31
25.48077011,1,1,31
9.375,0,1,31
22.5,0,0,30
14.42307663,1,0,25
14.79289913,0,0,34
2.307692289,1,1,26
40.86538315,1,0,29
21.63461494,1,1,34
4.523077011,0,1,25
72.11538696,1,0,32
16.82692337,1,1,32
5.769230843,1,1,31
4.114490032,0,0,27
16.82692337,0,0,26
13.46153831,0,1,29
19.23077011,0,1,30
16.94444466,0,1,28
33.21678162,1,0,31
21.63461494,1,1,27
25.10683823,1,1,30
14.9572649,0,0,32
16.82692337,1,1,26
25.21367455,1,0,32
6.868131638,0,1,34
23.07692337,1,1,26
19.23077011,1,0,34
10.41666698,0,0,26
18.54395676,1,0,28
22.96880341,0,0,31
14.97735023,1,1,32
17.52136803,1,1,33
10,0,1,29
34.18803406,1,0,32
13.46153831,0,0,33
28.84615326,1,1,32
22.35577011,0,0,28
33.33333206,1,1,34
19.23077011,0,0,32
15.10988998,0,0,32
28.84615326,0,0,32
11.21794891,0,1,29
13.46153831,0,0,34
14.90384579,0,1,34
20.83333397,0,0,28
29.9145298,1,0,30
24.78632545,1,1,27
30.76922989,1,0,29
12.01923084,0,0,28
14.03846169,1,1,28
38.46154022,0,0,30
25,1,0,30
9.890110016,1,0,30
18,1,0,28
15.38461494,1,0,27
21.63461494,0,0,31
8.653845787,0,0,29
16.53846169,1,1,27
23.62637329,1,1,30
16.23931694,0,0,33
11,0,0,26
7.692307472,0,1,25
30.44871712,1,0,32
25.28000069,0,0,29
22.11538506,1,0,33
17.94871712,0,0,34
12.76223755,1,1,27
13.46153831,0,0,32
18.3150177,1,1,34
24.5,1,1,27
16.66666603,1,0,32
17.78846169,1,1,29
17.78942299,1,1,32
21.36752129,1,1,25
19.23077011,1,0,25
21.15384674,1,1,29
33.65384674,1,0,29
17.09487152,1,1,28
23.50427437,1,1,33
42.30769348,1,0,32
16.82692337,0,1,31
10.98901081,0,1,32
6.25,1,1,27
28.84615326,0,0,34
16.82692337,1,1,26
32.93269348,1,1,32
13.18681335,1,1,26
12.01923084,1,0,34
11.33241749,1,1,25
18.53146935,0,1,31
18.26922989,0,0,30
9.134614944,0,1,29
23.31730843,1,1,32
33.65384674,1,0,34
26.51922989,1,0,32
34.90384674,1,1,32
11.05769253,0,1,32
28.84615326,1,1,31
10.43317318,1,0,30
24.03846169,1,0,32
19.71153831,0,0,30
13.46153831,0,1,33
32.05128098,1,1,33
13.88888931,1,0,32
26.92307663,1,1,32
25.64102554,0,1,31
14.42307663,1,0,33
12.98076916,1,0,26
11.53846169,1,1,28
13.46153831,0,0,31
11.53846169,0,1,25
15.38461494,0,0,30
17.78846169,1,1,33
16.23931694,0,0,29
17,1,0,25
28.04487228,1,0,33
20.19230843,0,1,34
11.96581173,0,0,31
17.78846169,0,0,30
14.90384579,0,0,33
13.46153831,1,1,33
38.46154022,1,0,33
33.84615326,1,0,33
33.84615326,1,0,33
18.5,0,0,32
10.05244732,0,0,34
28.26922989,1,1,34
16.5,0,0,32
14.42307663,0,0,25
19.67799568,1,1,32
27.88461494,1,0,34
21.53846169,0,0,29
40.06410217,1,1,32
15.38461494,0,0,25
13.07692337,1,1,33
15.38461494,1,0,28
13.46153831,1,1,31
27.2435894,1,0,32
35.09615326,1,0,31
20.19230843,0,1,30
12.98076916,0,1,30
17.78846169,0,1,30
15.38461494,0,0,28
8.791209221,0,1,28
5.769230843,0,1,31
24.62121201,0,0,34
11.53846169,1,0,32
14.42307663,1,1,30
24.03846169,0,0,31
12.01923084,0,0,25
4.39560461,0,1,32
13.46153831,0,0,32
17.30769157,0,0,32
24.03846169,1,1,32
11.53846169,0,1,31
11.73557663,1,1,31
23,1,0,30
9.615385056,1,1,29
14.90384579,0,1,30
14.90384579,0,1,28
20.5128212,1,0,26
16.48351669,0,0,26
14.42307663,1,0,28
11.53846169,1,0,33
12.02019215,0,0,25
37.15034866,0,0,31
10.09615421,1,1,29
19.23077011,1,0,32
28.36538506,1,1,31
18.75,0,0,27
13.46153831,1,1,33
20.19230843,0,0,33
23.07692337,1,1,29
22.11538506,1,0,34
25,1,0,33
16.53846169,1,0,31
10.57692337,1,1,33
18.13186836,0,1,32
34.61538315,1,0,29
19.71153831,1,0,31
12.44939232,0,0,30
19.23077011,1,1,29
13.46153831,1,1,32
19.23077011,0,1,26
13.58131886,0,1,26
19.71153831,0,0,31
17.78942299,1,1,28
28.84615326,1,0,32
48.07692337,1,1,34
18.75,0,1,30
55.28845978,0,0,32
15.81196594,1,0,31
17.78846169,1,1,30
13.46153831,1,0,26
16.14999962,1,0,29
41.09230804,0,0,34
16.29807663,1,1,29
5,0,0,31
35.83916092,0,0,27
27.88461494,1,1,33
23.07692337,1,0,30
25.51043892,0,0,34
24.03846169,1,0,28
29.56730843,1,1,27
5.78231287,1,1,25
24.03846169,1,0,33
9.616346359,0,0,30
17.78846169,0,0,29
16.34711456,1,0,25
13.98671341,1,1,27
22.52747345,1,1,30
12.30769253,1,0,31
15.38461494,0,0,27
19.23077011,1,0,27
44.56730652,1,0,32
31.25,1,1,30
20.19230843,1,0,30
72.11538696,1,0,34
21.23397446,1,1,33
35.09615326,1,0,33
19.69230843,0,1,31
27.40384674,1,1,32
15.86538506,1,1,25
33.65384674,1,0,33
38.46154022,1,1,29
35.25640869,1,1,28
36.05769348,1,1,33
15.93406582,0,0,28
25,1,0,26
24.51922989,1,1,28
28.84615326,1,0,25
24.03846169,1,0,31
19.71153831,1,1,27
22.59615326,1,0,30
21.36752129,1,0,34
37.5,1,1,28
30,1,0,32
12.01923084,0,0,32
30,1,0,31
39.56044006,1,0,34
17.25961494,1,1,28
15.38461494,1,1,25
16.83673477,1,1,27
26.44230843,1,0,32
22.59615326,1,1,27
42.78845978,1,1,34
8.17307663,0,1,29
28.42777824,1,1,29
28.84615326,1,0,31
28.84615326,1,0,26
36.05769348,1,0,28
16.82692337,1,1,31
33.65384674,1,1,30
23.07692337,1,0,33
28.84615326,1,1,26
5.75,1,1,25
23.64864922,1,1,29
10.09615421,0,1,34
13.55692291,1,1,25
23.02307701,1,0,25
9.551281929,0,0,26
15.38461494,0,1,34
20.19230843,1,0,34
21.63461494,1,1,33
40.86538315,1,1,31
38.46154022,1,1,33
23.86971092,1,1,30
15.38461494,1,1,25
17.78846169,0,0,30
37.5,1,1,33
28.84615326,1,0,27
35.57692337,1,0,30
32.47863388,1,0,31
25,1,0,30
5.769230843,0,0,25
36.05769348,0,0,28
10.6275301,0,0,28
35.57692337,1,0,28
36.05769348,1,1,29
15.38461494,0,1,32
16.49038506,1,0,31
9.615385056,0,0,33
23.93162346,1,0,31
13.46153831,1,1,31
28.84615326,1,0,28
21.36752129,0,0,33
25,1,1,29
22.59615326,1,0,28
25,1,0,31
28.84615326,1,0,30
16.34615326,1,1,26
25.24038506,1,0,27
28.84615326,1,1,27
28.84615326,1,0,27
18.80341911,1,1,29
38.46154022,1,0,30
25,0,0,33
20.19230843,0,1,30
12.23776245,1,0,33
16.82692337,1,0,27
37.39316177,1,1,28
12.23776245,1,0,25
20.19230843,1,0,25
10.33653831,1,1,27
16.82692337,1,0,28
57.69230652,1,0,34
23.90852356,1,1,34
14.42307663,0,1,28
10.82966995,0,0,31
15.06410217,1,0,27
24.03846169,1,1,27
27.69230843,1,1,28
13.46153831,1,0,30
27.77777863,0,0,31
28.113554,1,0,33
29.32692337,1,1,34
17.78846169,0,0,32
14.71153831,1,1,33
26.44230843,0,1,33
19.23077011,1,1,29
15.38461494,1,1,34
8.741258621,1,1,30
14.42307663,0,0,26
14.32692337,1,1,32
16.82692337,1,0,32
23.07692337,0,0,32
38.46154022,1,0,33
18.50961494,1,0,25
28.84615326,1,1,29
28.84615326,1,0,30
6.923077106,0,0,28
24.03846169,1,1,32
23.07692337,1,0,31
6.837606907,0,1,27
25.96153831,1,0,26
18.16239357,0,0,25
15.625,1,1,25
10.56290054,1,1,25
10.91346169,1,0,26
20,1,0,25
12.82051277,1,1,25
31.25,1,0,31
35.57692337,1,1,29
11.53846169,0,1,33
15.65295124,0,0,26
13.73626328,0,1,30
17.94871712,0,0,33
16.82692337,1,1,33
14.23076916,1,1,28
14.42307663,0,0,32
20.5128212,1,1,34
9.615385056,0,0,28
6.730769157,0,0,27
12.02019215,0,1,27
36.5394249,1,0,33
12.82051277,0,0,29
7.211538315,0,0,33
11.15384579,1,1,33
12.01923084,0,1,33
7.692307472,0,0,34
30.76922989,1,0,29
13.46153831,0,1,31
12.02019215,0,0,32
36.05769348,0,0,28
21.92307663,0,0,27
11.21794891,0,0,29
21.63461494,0,0,25
18.37606812,1,0,27
18.16239357,1,0,33
13.7435894,1,0,31
19.23077011,1,0,28
7.544082642,0,0,25
20.38461494,1,0,27
15.86538506,1,1,27
8.17307663,0,1,27
10.57788467,0,0,32
14.42307663,0,1,29
20.19230843,1,0,27
40.86538315,1,1,28
18.18181801,1,0,34
25,0,0,31
16.82692337,0,0,30
13.94230747,1,1,26
21.63461494,1,1,33
27.77777863,1,1,28
22.53701973,0,0,27
12.5,0,0,30
12.66666698,0,0,32
22.43589783,0,1,30
12.01923084,1,1,26
6.586538315,0,1,28
34.18803406,1,0,34
40.86538315,1,0,25
13.46153831,1,1,30
24.03846169,1,1,31
20.19230843,0,0,33
18.87019157,0,0,32
29.38034248,1,1,32
19.23077011,1,0,27
24.03846169,1,0,26
25.48077011,1,1,28
26.44230843,1,1,25
22.11538506,1,0,28
17.30769157,1,1,33
20.19230843,1,1,28
19.23077011,1,0,28
24.03846169,1,0,28
10.41666698,1,0,25
20.71006012,1,1,33
28.46153831,1,1,32
18.14743614,0,0,29
20.83333397,0,1,33
14,0,0,27
7.211538315,0,0,26
13.94230747,0,1,26
6.730769157,0,1,34
28.84615326,1,0,34
17.30769157,1,1,32
21.97802162,1,1,28
27.11538506,1,1,29
32.05128098,1,0,28
23.84615326,1,0,33
19.42307663,1,1,29
20.40816307,1,0,25
25,0,0,34
17.94871712,1,0,27
14.79289913,1,0,30
19.23077011,1,0,32
3.846923113,0,1,28
23.35164833,1,0,31
29.80769157,1,1,29
16.34615326,0,1,26
7.692307472,0,0,34
17.09401703,1,0,28
34.13461685,0,0,33
22.22222137,1,0,28
29.80769157,1,1,28
7.692307472,1,1,34
16.48351669,0,0,28
18.26922989,1,1,25
13.88888931,1,0,33
24.03846169,1,0,25
15.38461494,1,0,25
32.69230652,0,0,33
12.23776245,1,1,29
9.615385056,1,1,26
13.46153831,1,0,28
30,0,0,27
20.38461494,1,0,26
24.03846169,1,0,34
14.90384579,1,1,31
