Black,Hispanic,Female,Amount,MPHover,Age,OutTown,OutState,StatePol
0,0,0,100,15,38,1,1,1
0,0,0,75,13,18,1,0,0
0,0,1,NA,10,34,0,0,0
0,0,1,NA,12,28,1,0,0
0,0,0,NA,12,37,1,0,0
0,0,0,NA,15,64,1,0,0
0,0,1,NA,10,24,1,0,0
0,0,0,NA,18,52,1,0,0
0,0,0,NA,12,19,0,0,0
0,0,0,50,22,26,1,0,1
0,0,0,NA,13,42,1,0,0
0,0,0,100,25,19,1,1,1
0,0,0,75,10,41,1,0,0
0,0,1,NA,14,47,0,0,0
0,0,0,125,15,25,1,0,1
0,0,0,NA,13,18,1,0,0
0,0,1,NA,18,31,1,0,0
0,0,1,NA,16,42,0,0,0
0,0,0,NA,13,60,1,0,0
0,0,1,NA,15,30,1,0,0
0,0,1,NA,13,33,0,0,0
0,0,1,NA,10,32,1,0,0
0,0,0,NA,16,56,1,0,0
0,0,0,NA,15,64,1,0,0
0,0,1,175,20,19,1,0,1
0,0,0,NA,15,48,0,0,0
0,0,1,NA,14,40,0,0,0
0,0,0,NA,10,33,1,0,0
0,0,0,75,30,60,1,0,1
0,0,0,75,10,43,1,0,0
0,0,0,150,40,19,1,0,1
0,0,0,155,18,48,1,0,0
0,0,1,NA,10,39,0,0,0
0,0,1,NA,12,21,1,0,0
0,0,0,NA,15,40,1,0,0
0,0,1,NA,13,39,1,0,0
0,0,1,NA,13,71,1,1,0
0,0,0,75,10,19,1,0,0
0,0,0,75,23,21,1,0,0
0,0,0,NA,13,21,0,0,0
0,0,0,245,27,18,1,1,1
0,0,1,NA,15,67,1,0,0
0,0,0,NA,10,35,1,0,0
0,0,1,75,15,45,1,0,0
0,0,1,325,35,19,1,0,1
0,0,1,225,25,37,1,0,1
0,0,1,NA,18,38,0,0,0
0,0,1,325,35,26,1,0,1
0,0,1,NA,10,21,1,0,0
0,0,1,75,17,24,1,0,0
0,0,1,NA,15,36,1,0,0
0,0,0,NA,15,26,1,0,0
0,0,0,NA,15,50,1,0,0
0,1,0,NA,14,32,1,0,0
0,0,0,225,25,37,1,0,1
0,1,0,NA,13,19,0,0,0
0,0,0,NA,14,42,1,0,0
0,0,0,275,30,23,1,0,1
0,0,0,NA,12,42,0,0,0
0,0,0,225,25,33,1,0,1
0,0,0,NA,16,33,1,0,0
0,0,1,NA,12,48,0,0,0
0,0,0,75,15,18,1,0,0
0,0,0,50,20,40,1,1,1
0,0,0,NA,15,33,1,0,0
0,0,0,NA,16,36,1,0,0
0,0,0,NA,25,34,1,0,1
0,0,0,175,20,18,1,0,1
0,0,0,50,10,43,1,0,0
0,0,0,NA,10,21,0,0,0
0,0,0,NA,13,45,1,0,0
1,0,0,NA,14,18,1,0,0
0,0,0,NA,14,37,1,0,0
0,0,0,125,20,27,1,1,1
0,0,1,75,20,32,1,0,0
0,0,0,50,15,25,1,0,1
0,0,0,NA,14,52,1,0,0
0,0,1,NA,18,37,1,0,0
0,0,1,NA,15,18,1,0,0
0,0,0,75,20,48,1,0,0
0,0,0,NA,14,50,0,0,0
0,0,1,NA,10,61,1,0,0
0,0,0,NA,10,44,0,0,0
0,0,1,NA,11,52,1,0,0
0,0,1,75,15,23,1,1,0
0,0,0,NA,12,24,1,1,0
0,0,1,NA,15,52,0,0,0
0,0,1,75,17,17,0,0,0
0,0,1,NA,12,22,0,0,0
0,0,0,75,25,34,1,0,0
0,0,0,NA,12,33,1,0,0
0,0,1,NA,16,17,1,0,0
0,0,0,NA,10,25,1,0,0
0,0,1,NA,13,42,1,0,0
0,0,1,NA,14,20,1,0,0
0,0,0,75,10,31,1,1,0
0,0,1,NA,12,43,1,0,0
0,0,0,NA,15,32,1,0,0
0,0,1,50,25,20,1,0,1
0,0,0,NA,11,24,0,0,0
0,1,0,NA,10,35,1,0,0
0,0,0,NA,13,26,1,0,0
0,0,0,NA,12,18,0,0,0
0,0,0,75,25,22,1,0,1
0,0,0,50,20,63,1,0,1
0,0,0,NA,5,34,1,0,0
0,0,0,75,18,31,1,0,0
1,0,0,75,15,45,1,0,1
0,0,1,NA,15,21,1,0,0
0,0,0,NA,14,40,1,0,0
0,0,1,NA,18,23,1,0,0
0,0,1,NA,12,31,0,0,0
0,0,1,NA,15,30,1,1,0
0,0,0,NA,15,32,1,0,0
0,0,1,NA,12,57,1,0,0
0,0,1,200,55,21,1,0,1
0,0,1,NA,10,44,1,0,0
0,0,0,NA,13,33,1,0,0
0,0,1,NA,10,30,1,0,0
0,0,1,75,17,25,1,0,0
0,0,1,100,15,32,1,0,1
0,0,1,NA,14,52,0,0,0
0,0,1,NA,13,28,1,1,0
0,0,0,NA,10,31,0,0,0
0,0,1,50,35,77,1,0,1
0,0,0,125,15,41,1,0,1
0,0,0,NA,12,24,0,0,0
0,0,0,NA,14,57,0,0,0
0,0,0,NA,14,25,0,0,0
0,0,0,NA,13,40,1,0,0
0,0,0,NA,12,23,1,0,0
0,0,1,75,19,29,1,0,0
0,0,0,NA,14,18,0,0,0
0,0,1,NA,13,62,1,0,0
0,0,0,NA,16,37,1,0,0
0,0,0,50,20,34,1,0,0
0,0,0,NA,14,46,0,0,0
0,0,1,200,40,32,1,0,1
0,0,1,75,19,19,1,0,0
0,0,0,50,25,57,1,0,1
0,0,1,75,14,18,0,0,0
0,0,0,75,10,22,1,0,0
0,0,0,175,20,42,1,0,1
0,0,0,75,10,24,1,1,1
0,0,1,345,37,21,1,1,1
0,0,0,NA,13,44,1,0,0
0,0,1,NA,14,37,1,0,0
0,0,0,90,17,20,1,0,1
0,0,1,75,18,28,1,0,0
0,0,0,NA,10,39,1,1,0
1,0,1,75,20,24,1,0,1
0,0,0,125,35,41,1,0,1
0,0,1,75,17,34,1,0,0
0,0,1,NA,13,30,0,0,0
0,0,0,NA,12,41,0,0,0
0,0,0,125,15,19,1,1,0
0,0,0,75,21,33,1,1,0
0,0,0,75,10,29,1,1,1
0,0,0,NA,10,17,1,0,0
0,0,0,NA,10,36,1,0,0
0,0,0,100,25,22,1,1,0
0,0,1,NA,14,38,1,1,0
0,0,0,NA,15,18,1,0,1
0,0,0,NA,15,65,0,0,0
0,0,0,75,10,42,1,0,0
0,0,0,NA,14,22,1,0,0
0,0,0,NA,13,37,1,0,0
0,0,0,NA,10,51,1,0,0
0,0,0,75,17,37,1,0,0
0,0,0,NA,10,48,0,0,0
0,0,1,NA,13,30,0,0,0
0,0,1,NA,5,24,0,0,1
0,0,1,NA,13,26,0,0,0
0,0,0,NA,12,46,0,0,0
0,0,1,75,22,32,1,0,0
0,0,0,NA,15,46,1,1,0
0,0,0,75,18,20,1,0,0
0,0,0,NA,15,29,1,0,0
0,0,1,NA,25,48,1,1,0
0,0,1,NA,10,17,1,0,0
0,0,0,NA,17,44,1,0,0
0,0,0,NA,16,37,0,0,0
0,0,1,NA,15,38,1,0,0
0,0,0,NA,15,44,1,0,0
1,0,0,NA,13,30,1,0,0
0,0,1,NA,11,17,0,0,0
0,0,1,NA,15,28,1,0,0
0,0,1,325,35,46,1,0,1
0,0,0,NA,12,19,1,0,0
0,0,0,NA,14,29,1,0,0
0,0,0,NA,14,31,1,0,0
0,0,0,NA,15,30,1,0,0
0,0,1,NA,14,66,0,0,0
0,0,0,75,10,24,1,0,0
0,0,0,125,15,54,1,0,1
0,0,0,NA,10,48,1,0,0
0,0,1,NA,14,26,0,0,0
0,0,0,75,21,23,1,0,0
0,0,1,105,13,35,1,0,1
0,0,0,225,25,30,1,0,1
0,0,0,50,15,20,1,0,0
0,0,1,50,15,31,1,0,0
0,0,0,50,15,21,0,0,0
0,0,1,NA,13,39,0,0,0
0,0,0,NA,15,32,1,0,0
0,0,0,NA,12,46,0,0,0
0,0,1,NA,10,34,1,0,0
0,0,1,NA,11,55,1,0,0
0,0,1,NA,10,71,1,0,0
0,0,0,NA,15,17,0,0,0
0,1,0,75,17,42,1,0,0
0,0,1,NA,14,40,0,0,0
0,0,1,NA,13,23,0,0,0
0,0,1,NA,15,43,1,0,0
0,0,0,NA,14,18,1,0,0
0,0,0,NA,14,54,0,0,0
0,0,0,NA,10,38,1,1,0
0,0,0,NA,13,23,1,0,0
0,0,0,75,10,27,1,0,1
0,0,0,75,18,33,1,0,0
0,0,0,125,15,63,1,0,1
0,0,1,NA,13,53,1,0,0
0,0,1,75,23,25,1,0,0
0,0,0,NA,14,41,1,0,0
0,0,1,NA,14,39,0,0,0
0,0,1,NA,15,53,1,0,0
0,0,0,75,22,22,1,0,0
0,0,0,NA,15,31,1,0,0
0,1,0,75,14,56,1,0,0
0,0,0,75,17,27,0,0,0
0,0,0,NA,13,40,1,0,0
0,0,1,50,17,39,0,0,0
0,0,0,75,17,36,1,0,0
0,1,0,75,10,28,1,0,0
0,0,1,NA,10,22,1,1,0
0,0,0,NA,10,34,1,0,0
0,0,1,NA,16,60,1,0,0
0,0,0,NA,10,40,1,0,0
0,0,0,125,15,50,1,0,1
0,0,0,50,20,26,1,1,1
0,0,1,NA,14,43,0,0,0
0,0,0,75,19,22,1,1,0
0,0,1,75,23,22,1,0,0
0,0,0,NA,5,33,1,0,0
0,0,1,125,15,25,1,0,1
0,0,1,NA,10,33,1,0,1
0,0,0,NA,10,32,1,0,0
0,0,1,50,21,39,0,0,0
1,0,0,225,50,21,1,0,1
0,0,0,225,25,19,1,0,1
0,0,0,NA,14,27,0,0,0
0,0,0,75,17,27,1,0,0
0,0,1,75,10,55,1,1,1
0,0,0,75,21,42,1,0,0
0,0,1,NA,14,22,1,0,0
0,0,1,75,19,30,1,1,0
0,0,1,NA,15,22,1,1,0
0,0,0,NA,14,28,0,0,0
0,0,0,205,23,51,1,1,1
0,0,0,NA,15,29,1,0,0
0,0,1,NA,11,39,1,0,0
0,0,1,NA,15,40,1,0,0
0,0,0,NA,17,32,1,0,0
0,0,1,NA,10,32,1,0,0
0,0,0,NA,9,28,1,0,1
0,0,0,225,25,38,1,0,1
0,0,0,NA,15,20,1,0,0
0,0,0,295,32,18,1,0,1
0,0,0,NA,12,17,0,0,0
0,0,1,NA,16,35,1,0,0
0,0,0,125,15,19,1,1,1
0,0,0,NA,11,19,1,0,0
0,0,1,75,21,28,0,0,0
0,0,0,NA,15,41,1,0,0
0,1,0,NA,15,21,1,0,0
0,0,1,105,13,29,1,0,1
1,0,1,75,17,79,0,0,0
0,0,0,NA,13,25,1,0,0
0,0,0,NA,14,39,1,0,0
0,0,0,NA,14,33,0,0,0
0,1,1,NA,16,55,1,0,0
0,0,1,NA,15,31,1,0,0
0,0,0,375,40,33,1,0,1
0,0,1,NA,12,23,1,0,0
0,0,1,NA,15,36,1,0,0
0,0,0,75,18,72,1,1,0
0,0,0,175,20,24,1,0,1
0,0,0,NA,12,37,1,0,0
0,0,0,NA,12,41,0,0,0
0,0,0,75,17,34,1,0,0
0,0,0,NA,14,74,1,0,0
0,0,1,NA,14,57,1,0,0
0,0,0,NA,13,29,1,1,0
0,0,1,NA,14,46,1,0,0
0,0,1,NA,15,39,1,0,0
0,0,0,NA,15,33,1,1,0
0,0,0,NA,15,42,1,0,0
0,0,1,NA,16,52,1,0,0
0,0,0,NA,5,19,0,0,1
0,0,0,NA,12,24,1,0,0
0,0,0,75,10,31,0,0,0
0,0,1,NA,17,38,0,0,0
0,0,1,185,21,38,1,0,0
0,0,1,NA,13,40,1,0,0
0,0,0,150,28,27,1,0,1
0,0,1,NA,22,47,1,0,0
0,0,1,NA,15,52,1,0,0
0,0,1,75,18,36,1,0,0
0,0,0,NA,15,46,1,0,0
0,0,1,NA,10,29,1,0,0
0,0,1,325,35,37,1,0,1
0,0,1,325,35,21,1,0,1
0,0,0,NA,13,25,1,1,0
0,0,0,NA,13,19,0,0,0
0,0,0,NA,15,32,1,0,0
0,0,1,NA,14,58,0,0,0
0,0,0,NA,13,22,1,0,0
0,0,1,NA,13,17,1,0,0
0,0,0,NA,13,64,0,0,0
0,0,0,305,33,21,1,0,1
0,0,0,NA,11,20,0,0,0
0,0,0,75,17,39,1,0,0
0,0,0,150,40,26,1,0,1
0,0,1,NA,15,22,0,0,0
0,0,0,NA,14,76,1,0,0
0,0,1,NA,13,52,1,0,0
0,0,1,75,16,38,1,0,0
0,0,0,125,15,42,1,0,0
0,0,0,NA,14,25,1,1,0
0,0,0,75,19,18,1,0,0
0,0,1,NA,13,30,1,0,0
0,0,0,NA,13,54,1,0,0
0,0,0,75,17,39,1,0,0
0,0,1,75,21,32,1,0,0
0,0,1,NA,16,55,1,0,0
0,0,0,NA,15,40,1,0,0
0,0,0,75,17,41,1,0,0
0,0,1,NA,13,22,1,0,0
0,0,0,NA,16,30,1,0,0
0,0,0,75,17,19,1,0,0
0,0,0,NA,13,61,1,0,0
0,0,0,75,21,24,1,0,0
0,0,1,NA,13,33,1,0,0
0,0,1,NA,10,23,1,0,0
0,0,0,NA,14,40,0,0,0
0,0,0,NA,13,44,0,0,0
0,0,0,NA,10,18,0,0,0
0,0,1,NA,11,30,1,0,0
0,0,1,NA,10,31,1,0,0
0,0,0,NA,13,20,1,0,0
0,0,1,275,30,21,1,0,1
0,0,0,100,30,29,1,0,1
0,0,1,NA,12,61,0,0,0
0,0,0,NA,13,46,1,0,0
0,0,0,NA,12,22,1,0,0
0,0,0,125,28,20,0,0,1
0,0,0,NA,10,40,0,0,0
0,0,0,NA,15,38,1,0,1
0,0,1,NA,10,33,0,0,0
1,0,0,NA,10,37,1,1,0
0,0,1,NA,10,29,1,0,0
0,0,0,NA,10,43,1,1,0
1,0,1,NA,13,30,1,0,0
0,0,1,NA,10,30,1,0,0
0,0,0,145,17,37,1,1,1
0,0,0,95,12,72,0,0,0
0,0,0,180,23,39,1,0,0
0,0,0,NA,12,62,1,0,1
0,0,0,NA,10,27,1,0,0
0,0,1,NA,17,26,1,0,0
0,0,0,NA,12,45,1,0,0
0,0,0,NA,10,53,1,0,0
0,0,1,NA,15,49,1,0,0
0,0,0,NA,11,49,1,0,0
0,0,0,NA,13,46,1,0,0
0,0,1,NA,16,34,1,0,0
0,0,0,NA,15,24,1,0,0
0,1,1,NA,17,30,0,0,0
0,0,0,NA,15,29,1,0,1
0,0,1,95,17,50,1,0,0
1,0,0,NA,15,28,1,0,0
0,0,0,125,30,24,0,0,1
0,0,0,125,15,28,1,0,1
0,0,1,50,10,23,1,0,0
0,1,1,85,20,24,1,0,0
0,0,0,NA,17,46,1,0,0
0,0,0,NA,15,22,1,0,0
0,0,0,NA,15,29,1,0,0
0,0,0,75,10,23,1,1,1
1,0,0,145,17,21,0,0,1
0,0,1,155,18,27,1,1,0
0,0,0,175,20,21,0,0,1
0,0,1,NA,19,31,1,0,0
0,0,1,145,17,48,1,0,0
0,0,0,NA,13,35,1,0,0
0,0,1,NA,12,31,0,0,0
0,0,1,NA,11,32,1,0,1
0,0,1,NA,10,37,1,0,0
0,1,0,NA,11,26,0,0,0
0,0,0,NA,10,32,1,0,0
0,0,1,NA,11,21,0,0,0
0,0,0,NA,10,42,1,0,0
0,0,0,NA,10,47,1,0,0
0,0,1,NA,16,31,1,0,0
0,0,0,NA,13,49,1,0,1
0,0,0,NA,10,29,1,0,0
0,0,1,NA,13,50,1,0,0
0,0,1,125,15,37,1,0,1
0,0,0,125,15,31,1,0,0
0,0,0,NA,12,50,1,0,0
1,0,0,NA,14,30,0,0,0
0,0,0,NA,13,42,1,0,0
0,0,1,NA,18,35,1,0,0
1,0,0,NA,12,63,1,0,0
0,0,1,NA,9,26,1,0,1
0,0,1,NA,15,37,1,0,0
0,0,0,200,25,44,1,0,0
0,0,0,NA,15,33,0,0,1
0,0,0,50,10,47,1,0,0
0,0,0,100,24,22,1,0,1
1,0,0,175,20,50,1,0,0
0,0,0,NA,15,22,1,0,1
0,0,1,NA,10,30,1,0,0
0,0,1,NA,20,53,1,0,0
0,0,0,NA,17,24,1,0,0
0,0,0,NA,13,32,1,1,0
0,0,0,NA,18,25,0,0,0
0,0,0,95,12,31,1,0,0
0,0,0,NA,12,22,1,0,0
0,0,0,NA,12,23,1,0,0
0,0,0,NA,10,42,1,1,0
0,0,0,95,14,22,1,0,0
0,1,0,75,16,51,1,0,0
0,0,1,115,14,27,1,1,1
0,0,0,NA,19,38,1,0,0
0,0,0,NA,13,51,1,0,1
0,0,1,NA,15,52,1,0,1
0,0,1,NA,14,35,0,0,0
0,0,1,75,16,35,1,0,0
0,1,0,NA,10,46,1,0,0
0,0,0,75,15,34,0,0,0
0,0,0,NA,8,46,1,0,0
0,0,0,95,12,29,1,0,0
0,0,0,NA,14,44,1,0,1
0,0,1,NA,15,35,1,0,0
0,0,0,NA,10,29,1,0,0
0,0,0,115,14,35,1,0,1
0,0,0,50,10,38,1,1,0
1,0,1,75,20,49,1,0,0
0,0,0,50,7,34,1,0,0
0,1,0,NA,13,44,1,0,0
0,0,0,75,10,27,1,1,1
1,0,0,170,21,43,1,0,0
0,0,0,NA,15,32,1,0,0
0,0,0,NA,13,23,1,0,1
0,0,0,NA,13,57,1,0,0
0,0,0,NA,13,38,1,0,0
0,0,0,NA,15,27,1,0,0
0,0,1,NA,14,24,1,0,1
0,0,0,135,16,32,1,0,1
0,1,0,75,20,47,1,0,0
0,0,1,NA,14,56,1,0,0
0,0,1,NA,13,52,1,1,0
0,0,0,NA,10,36,1,0,0
0,0,1,NA,15,37,1,0,0
0,0,1,NA,16,45,1,0,0
0,0,0,NA,13,42,0,0,1
0,0,1,95,12,33,1,0,0
0,0,0,NA,12,45,1,1,0
1,0,1,NA,12,23,1,0,0
0,0,1,105,13,32,0,0,0
0,0,0,65,15,51,1,0,1
0,0,1,NA,12,43,1,0,0
0,1,0,NA,14,37,1,0,0
0,0,1,NA,13,55,1,0,0
0,0,0,NA,17,22,1,0,0
0,1,0,NA,11,30,1,0,0
0,0,0,75,16,28,1,0,1
0,0,1,NA,3,33,1,1,0
0,0,0,175,10,56,1,1,1
0,0,0,75,15,53,1,1,1
0,0,0,75,10,28,1,0,1
0,0,0,NA,10,54,0,0,0
0,0,0,NA,16,20,1,0,1
0,0,0,50,10,69,0,0,0
0,0,0,NA,15,31,1,0,0
0,0,0,125,40,21,1,0,0
1,0,0,NA,10,24,1,0,0
0,0,1,135,16,31,1,1,1
0,0,0,NA,12,24,1,0,0
0,0,1,NA,12,59,1,1,0
0,0,0,NA,13,28,1,0,0
0,0,1,NA,10,47,1,0,0
0,0,0,105,13,26,1,0,0
0,1,0,115,14,31,1,0,0
0,0,0,95,12,44,1,0,0
1,0,0,NA,10,48,1,0,0
0,0,0,NA,23,53,0,0,1
0,0,0,50,10,20,1,0,0
0,1,1,145,22,23,1,0,0
0,0,0,170,27,24,1,0,0
0,0,1,NA,15,46,1,0,0
0,0,1,175,20,75,0,0,1
1,0,0,NA,13,20,0,0,0
1,0,0,NA,13,54,1,0,1
0,0,0,75,19,35,1,1,0
0,0,1,125,15,29,1,0,0
0,0,0,115,14,28,1,0,1
0,0,1,125,15,31,1,0,0
1,0,1,NA,10,33,0,0,1
0,0,1,165,19,24,1,0,1
0,0,1,110,14,26,1,0,0
0,0,1,NA,12,40,1,0,1
0,0,0,NA,13,38,1,0,0
0,0,0,NA,10,46,1,1,0
0,0,1,NA,13,29,1,1,0
0,0,0,NA,15,48,1,0,0
1,0,1,NA,11,19,1,0,0
1,0,1,NA,14,31,1,0,0
0,0,0,150,28,26,0,0,1
0,0,1,135,16,26,1,1,1
0,0,0,175,20,44,1,0,1
0,1,0,NA,13,19,1,0,0
0,0,0,NA,12,59,1,0,0
0,0,0,NA,11,42,1,0,0
0,0,0,75,16,33,1,0,1
0,0,0,NA,13,50,0,0,1
1,0,0,NA,12,31,1,0,0
0,0,0,NA,10,19,1,0,0
0,0,0,NA,17,30,1,0,0
0,0,0,NA,11,30,1,0,0
0,0,1,NA,12,42,1,0,0
0,0,0,50,10,30,1,1,0
0,0,0,NA,22,66,1,0,1
0,0,0,NA,12,18,0,0,0
0,0,0,115,14,33,1,0,1
0,0,0,NA,15,57,1,0,0
0,0,1,215,24,27,1,0,0
0,0,1,115,14,32,1,0,1
0,1,1,NA,12,24,1,0,0
0,0,1,50,10,19,1,0,0
1,0,0,NA,14,36,1,1,0
0,0,0,NA,12,37,1,0,0
1,0,0,NA,13,48,1,0,0
1,0,0,NA,15,22,1,0,0
1,0,0,185,21,23,1,0,1
0,0,0,145,27,25,1,0,1
0,0,0,NA,10,19,1,1,0
0,0,1,NA,11,44,0,0,0
0,0,0,75,25,39,1,0,0
0,0,0,NA,10,24,1,0,0
0,0,1,NA,18,24,0,0,0
0,0,0,75,10,39,1,0,0
0,0,0,125,15,51,1,0,0
1,0,1,NA,10,38,1,0,0
0,0,0,315,34,20,1,1,0
0,0,1,NA,14,47,1,1,1
0,0,0,NA,13,29,1,0,0
0,0,0,165,19,59,1,0,0
0,0,0,NA,13,36,1,0,0
0,0,0,NA,13,34,0,0,0
0,0,0,NA,15,29,1,0,0
0,0,1,NA,14,30,1,0,0
0,0,0,NA,13,36,0,0,0
0,0,1,NA,13,45,1,1,1
0,0,1,135,16,38,1,0,0
0,0,0,NA,12,30,1,0,0
0,0,0,50,10,32,1,0,0
0,0,0,NA,13,32,1,0,1
1,0,1,NA,11,24,1,0,0
0,0,1,50,10,24,1,1,0
0,0,0,NA,15,26,1,0,0
0,0,1,NA,10,31,1,1,0
0,0,1,NA,15,55,0,0,0
0,0,1,60,15,25,1,0,1
0,0,0,NA,19,30,1,0,1
0,0,0,NA,13,80,0,0,0
0,0,0,100,15,26,1,0,0
0,0,0,NA,11,37,1,0,0
0,0,1,NA,17,30,1,0,0
0,1,1,NA,14,38,0,0,0
0,0,1,NA,10,29,1,0,0
0,1,1,NA,15,34,1,1,0
0,0,1,NA,12,33,1,1,0
0,0,0,50,10,40,1,0,0
0,0,1,NA,15,39,1,1,0
1,0,0,NA,14,46,1,0,0
0,0,0,95,12,33,0,0,0
0,0,0,125,15,33,1,1,0
1,0,0,NA,10,27,1,1,0
0,0,0,145,17,28,1,0,1
0,0,1,75,18,49,0,0,0
0,0,1,NA,12,27,1,0,0
0,0,0,50,10,39,1,0,0
0,0,0,NA,13,42,1,0,1
0,0,0,50,10,23,0,0,0
0,0,0,135,16,81,0,0,1
0,0,1,NA,10,31,0,0,0
0,0,0,NA,15,38,1,0,0
0,0,1,105,13,39,1,0,0
1,0,1,120,15,20,1,0,0
0,0,0,50,10,31,1,0,1
0,0,0,105,13,24,1,0,0
0,0,0,NA,15,20,1,0,0
0,0,1,50,10,25,1,1,0
0,0,0,NA,11,38,1,0,0
0,0,0,NA,10,27,1,0,0
0,0,0,205,23,37,1,0,0
0,0,0,NA,20,23,1,0,1
0,0,0,NA,15,40,1,0,0
0,0,0,75,18,60,1,0,1
0,0,1,NA,12,52,1,0,0
1,0,0,NA,15,33,1,1,0
0,0,0,50,10,21,1,0,1
0,0,1,NA,12,53,0,0,0
0,0,0,NA,15,33,1,0,0
0,0,0,225,25,35,1,1,1
0,0,1,NA,16,33,1,0,0
0,0,1,75,15,27,1,0,1
0,0,0,105,13,41,1,0,1
0,0,1,NA,14,49,0,0,0
0,0,0,145,17,50,0,0,1
1,0,1,NA,15,21,0,0,0
0,0,1,NA,11,62,1,0,0
0,0,0,185,21,37,1,0,1
0,0,0,NA,13,50,1,0,0
0,0,1,50,20,27,1,0,0
0,0,0,50,10,24,0,0,0
0,0,0,NA,20,23,1,0,0
0,0,0,50,15,24,1,0,0
0,0,0,NA,13,42,1,0,1
0,0,1,NA,15,27,0,0,0
1,0,0,NA,15,27,1,0,0
0,0,0,225,30,27,1,0,1
0,0,0,135,16,66,0,0,1
0,0,0,NA,18,31,0,0,0
0,1,0,75,15,42,1,0,1
0,0,0,NA,19,29,1,0,0
1,0,1,75,10,66,1,0,1
0,0,1,NA,21,36,1,0,0
1,0,0,NA,10,37,1,0,0
0,0,0,NA,15,29,0,0,0
0,0,0,NA,13,45,1,0,0
0,0,0,NA,10,38,1,0,0
0,0,0,NA,14,75,1,0,1
0,0,0,75,18,18,1,1,1
0,0,1,125,15,23,0,0,1
0,0,0,75,24,46,1,0,1
0,0,0,NA,10,28,1,0,0
0,0,1,NA,10,31,1,0,0
0,0,0,NA,13,34,1,0,0
0,0,1,NA,13,47,1,0,0
0,0,0,NA,15,55,1,0,0
0,0,0,NA,14,47,1,0,1
0,0,0,NA,15,45,1,0,0
0,1,1,NA,13,43,1,0,0
1,0,1,NA,22,28,0,0,0
1,0,1,NA,10,49,1,0,0
0,0,0,115,14,24,1,0,1
0,0,0,75,25,32,0,0,1
0,0,0,NA,12,49,1,0,0
0,0,1,NA,12,71,1,0,1
0,0,0,NA,13,35,1,0,0
0,0,0,NA,14,49,1,0,0
0,0,0,135,16,49,1,0,1
0,0,0,75,25,55,1,0,1
0,0,1,NA,15,41,1,0,0
0,0,0,115,14,36,1,0,1
0,0,0,145,17,26,1,0,1
0,0,1,NA,9,38,1,0,1
0,0,1,NA,14,37,1,0,1
0,0,1,NA,17,30,0,0,0
0,0,0,NA,10,33,1,0,0
1,0,0,125,20,48,0,0,0
1,0,0,NA,14,32,1,0,0
1,0,0,NA,10,28,0,0,0
1,0,0,95,12,33,1,0,0
0,0,0,NA,15,25,0,0,0
0,0,0,NA,12,39,1,0,0
1,0,0,NA,15,27,1,0,0
0,0,1,205,23,64,0,0,1
0,0,0,NA,21,28,1,1,0
0,0,0,NA,13,33,1,0,0
0,0,0,NA,10,26,1,0,0
0,0,1,NA,15,34,1,0,0
0,0,0,NA,20,53,1,0,0
0,0,0,75,10,36,1,0,1
0,0,0,235,26,23,1,0,1
0,0,0,225,25,19,1,0,1
0,0,0,75,10,48,1,0,0
0,0,1,NA,15,20,1,0,0
0,0,1,NA,15,32,1,0,0
0,0,0,NA,16,19,0,0,0
0,0,1,NA,16,64,1,0,0
0,0,1,NA,25,26,0,0,0
0,0,0,215,24,59,1,0,1
0,0,0,NA,18,56,1,0,0
0,0,0,NA,15,55,0,0,0
0,0,0,75,20,26,1,0,0
0,0,0,75,10,34,1,0,0
0,0,0,NA,25,19,1,0,1
0,0,0,75,10,35,1,0,0
0,0,0,75,10,17,1,0,0
0,0,0,75,10,42,1,1,0
0,0,0,NA,16,41,1,0,0
0,0,1,75,10,49,1,0,0
0,0,0,NA,15,22,0,0,0
0,0,1,NA,18,19,1,0,0
0,0,0,NA,16,26,1,1,0
0,0,1,75,10,20,0,0,0
0,0,1,NA,14,42,1,0,1
1,0,0,NA,5,21,1,0,1
0,0,0,NA,20,35,0,0,0
0,0,1,NA,19,40,1,0,0
1,0,0,75,15,25,1,0,1
0,0,0,175,20,28,1,1,1
0,0,1,NA,16,20,1,0,0
0,0,1,NA,20,35,0,0,0
0,0,0,NA,13,47,0,0,0
0,0,0,NA,16,17,1,0,0
0,0,0,75,10,32,1,0,0
0,0,0,NA,16,35,0,0,0
0,0,0,NA,17,43,0,0,0
0,0,1,NA,25,18,0,0,0
0,0,0,175,20,52,1,0,1
0,0,1,NA,20,31,1,0,1
0,0,0,NA,15,35,1,0,0
0,0,0,NA,21,39,1,0,0
0,0,0,NA,15,45,1,1,0
0,0,1,NA,20,19,1,1,0
0,0,0,295,32,26,1,0,1
0,0,0,75,10,21,1,0,0
0,0,0,75,10,42,1,0,0
0,0,1,NA,20,24,1,1,0
0,0,1,NA,15,19,1,0,0
0,0,1,75,30,40,1,1,0
1,0,0,NA,15,21,1,0,0
0,0,0,75,10,30,1,0,0
0,0,1,NA,14,53,1,0,0
0,0,1,NA,10,47,0,0,0
0,0,1,75,25,21,1,0,1
0,0,1,75,26,24,1,0,1
0,0,1,75,10,20,1,0,1
0,0,1,NA,16,31,1,0,0
0,0,1,75,10,22,1,0,1
0,0,1,75,10,40,1,0,0
0,0,0,NA,15,18,0,0,0
0,0,1,NA,16,35,1,0,0
0,0,1,75,10,39,1,0,0
