dteday,instant,season,yr,mnth,holiday,weekday,workingday,weathersit,tempC,atempC,windMPH,hum_prop,casual,registered,cnt,temp,atemp,hum,windspeed
2011-07-02,183,3,0,7,0,6,0,1,26.701651,28.042327999999998,7.709154,0.444583,2204,2915,5119,0.738333,0.667308,0.444583,0.115062
2011-07-03,184,3,0,7,0,0,0,2,25.683349,28.125950000000003,15.333486,0.6825,2282,2367,4649,0.716667,0.668575,0.6825,0.228858
2011-07-04,185,3,0,7,1,1,0,2,26.153349,27.917522000000005,5.4591064000000005,0.637917,3065,2978,6043,0.726667,0.665417,0.637917,0.0814792
2011-07-05,186,3,0,7,0,2,1,1,27.093348999999996,29.958308000000002,8.459286,0.590417,1031,3634,4665,0.746667,0.696338,0.590417,0.126258
2011-07-06,187,3,0,7,0,3,1,1,25.839999999999996,29.251778,10.042161,0.743333,784,3845,4629,0.72,0.685633,0.743333,0.149883
2011-07-07,188,3,0,7,0,4,1,1,27.25,29.333486,10.666400000000001,0.65125,754,3838,4592,0.75,0.686871,0.65125,0.1592
2011-07-08,189,3,0,7,0,5,1,2,25.330849,28.251878000000005,15.083643,0.757917,692,3348,4040,0.709167,0.670483,0.757917,0.225129
2011-07-09,190,3,0,7,0,6,0,1,26.466651,27.834428000000003,11.250104,0.609167,1988,3348,5336,0.733333,0.664158,0.609167,0.167912
2011-07-10,191,3,0,7,0,0,0,1,27.1325,29.541649999999997,12.292557,0.578333,1743,3138,4881,0.7475,0.690025,0.578333,0.183471
2011-07-11,192,3,0,7,0,1,1,1,27.8375,32.167064,18.916579,0.635833,723,3363,4086,0.7625,0.729804,0.635833,0.282337
2011-07-12,193,3,0,7,0,2,1,1,29.325848999999998,32.79215,13.417017999999999,0.559167,662,3596,4258,0.794167,0.739275,0.559167,0.200254
2011-07-13,194,3,0,7,0,3,1,1,27.093348999999996,29.500664,9.790911000000001,0.631667,748,3594,4342,0.746667,0.689404,0.631667,0.146133
2011-07-14,195,3,0,7,0,4,1,1,23.999151,25.916863999999997,16.124689,0.47625,888,4196,5084,0.680833,0.635104,0.47625,0.240667
2011-07-15,196,3,0,7,0,5,1,1,23.176650999999996,25.208486,12.249811,0.59125,1318,4220,5538,0.663333,0.624371,0.59125,0.182833
2011-07-16,197,3,0,7,0,6,0,1,24.273349000000003,26.125358,13.958914,0.585,2418,3505,5923,0.686667,0.638263,0.585,0.208342
2011-07-17,198,3,0,7,0,0,0,1,25.800849,28.208978000000002,16.417211000000002,0.604167,2006,3296,5302,0.719167,0.669833,0.604167,0.245033
2011-07-18,199,3,0,7,0,1,1,1,27.093348999999996,30.459050000000005,14.458867999999999,0.65125,841,3617,4458,0.746667,0.703925,0.65125,0.215804
2011-07-19,200,3,0,7,0,2,1,1,28.503349,33.333614,8.7502,0.650417,752,3789,4541,0.776667,0.747479,0.650417,0.1306
2011-07-20,201,3,0,7,0,3,1,1,28.111651000000002,33.2921,7.625739,0.707083,644,3688,4332,0.768333,0.74685,0.707083,0.113817
2011-07-21,202,3,0,7,0,4,1,2,30.305,38.540486,14.875407,0.69125,632,3152,3784,0.815,0.826371,0.69125,0.222021
2011-07-22,203,3,0,7,0,5,1,1,31.871651,39.499136,8.9177,0.580417,562,2825,3387,0.848333,0.840896,0.580417,0.1331
2011-07-23,204,3,0,7,0,6,0,1,31.910849,37.082941999999996,8.791807,0.5,987,2298,3285,0.849167,0.804287,0.5,0.131221
2011-07-24,205,3,0,7,0,0,0,1,31.009999999999998,36.458714,11.334456999999999,0.550833,1050,2556,3606,0.83,0.794829,0.550833,0.169171
2011-07-25,206,3,0,7,0,1,1,1,26.936650999999998,31.583228,6.0841560999999995,0.757083,568,3272,3840,0.743333,0.720958,0.757083,0.0908083
2011-07-26,207,3,0,7,0,2,1,1,28.268349,30.000614,13.417285999999999,0.540833,750,3840,4590,0.771667,0.696979,0.540833,0.200258
2011-07-27,208,3,0,7,0,3,1,1,28.425000000000004,29.584022000000004,12.292020999999998,0.402917,755,3901,4656,0.775,0.690667,0.402917,0.183463
2011-07-28,209,3,0,7,0,4,1,1,28.620849,32.8334,11.958093,0.583333,606,3784,4390,0.779167,0.7399,0.583333,0.178479
2011-07-29,210,3,0,7,0,5,1,1,31.401651,35.873822,11.667245999999999,0.5425,670,3176,3846,0.838333,0.785967,0.5425,0.174138
2011-07-30,211,3,0,7,0,6,0,1,29.795848999999997,32.083442,11.291979,0.465833,1559,2916,4475,0.804167,0.728537,0.465833,0.168537
2011-07-31,212,3,0,7,0,0,0,1,29.874150999999998,32.166536,11.042470999999999,0.480833,1524,2778,4302,0.805833,0.729796,0.480833,0.164813
2011-08-01,213,3,0,8,0,1,1,1,28.268349,30.417272000000004,10.500039,0.550833,729,3537,4266,0.771667,0.703292,0.550833,0.156717
2011-08-02,214,3,0,8,0,2,1,1,28.816651,30.666686,13.79195,0.49125,801,4044,4845,0.783333,0.707071,0.49125,0.20585
2011-08-03,215,3,0,8,0,3,1,2,26.388348999999998,28.875842,9.084061,0.6575,467,3107,3574,0.731667,0.679937,0.6575,0.135583
2011-08-04,216,3,0,8,0,4,1,2,25.369999999999997,27.876008000000006,13.20905,0.7575,799,3777,4576,0.71,0.664788,0.7575,0.19715
2011-08-05,217,3,0,8,0,5,1,1,25.409151,27.333422,12.374632,0.630833,1023,3843,4866,0.710833,0.656567,0.630833,0.184696
2011-08-06,218,3,0,8,0,6,0,2,25.683349,28.626164000000003,15.29275,0.755,1521,2773,4294,0.716667,0.676154,0.755,0.22825
2011-08-07,219,3,0,8,0,0,0,1,26.8975,31.209272000000006,13.499629,0.752917,1298,2487,3785,0.7425,0.715292,0.752917,0.201487
2011-08-08,220,3,0,8,0,1,1,1,27.955,30.416677999999997,12.875725000000001,0.592083,846,3480,4326,0.765,0.703283,0.592083,0.192175
2011-08-09,221,3,0,8,0,2,1,1,28.425000000000004,31.791986,10.125107,0.570417,907,3695,4602,0.775,0.724121,0.570417,0.151121
2011-08-10,222,3,0,8,0,3,1,1,28.033349,29.208878,13.417285999999999,0.424167,884,3896,4780,0.766667,0.684983,0.424167,0.200258
2011-08-11,223,3,0,8,0,4,1,1,25.722500000000004,27.000386,11.041332,0.42375,812,3980,4792,0.7175,0.651521,0.42375,0.164796
2011-08-12,224,3,0,8,0,5,1,1,25.291651,27.166772,8.416607,0.415,1051,3854,4905,0.708333,0.654042,0.415,0.125621
2011-08-13,225,3,0,8,0,6,0,2,24.234151000000004,26.626628000000004,14.167418,0.729583,1504,2646,4150,0.685833,0.645858,0.729583,0.211454
2011-08-14,226,3,0,8,0,0,0,2,23.803349,25.209608000000003,14.916411,0.8175,1338,2482,3820,0.676667,0.624388,0.8175,0.222633
2011-08-15,227,3,0,8,0,1,1,1,23.294151,24.667022000000003,13.999918,0.712083,775,3563,4338,0.665833,0.616167,0.712083,0.208954
2011-08-16,228,3,0,8,0,2,1,1,24.939151000000003,26.625242,15.834043000000001,0.578333,721,4004,4725,0.700833,0.645837,0.578333,0.236329
2011-08-17,229,3,0,8,0,3,1,1,25.996651,28.000286000000003,9.625689,0.575417,668,4026,4694,0.723333,0.666671,0.575417,0.143667
2011-08-18,230,3,0,8,0,4,1,1,25.448349,27.709028000000004,15.624936,0.654583,639,3166,3805,0.711667,0.662258,0.654583,0.233208
2011-08-19,231,3,0,8,0,5,1,2,24.195,25.792586,9.333635999999998,0.722917,797,3356,4153,0.685,0.633221,0.722917,0.139308
2011-08-20,232,3,0,8,0,6,0,1,24.7825,26.833736000000002,6.999289,0.674167,1914,3277,5191,0.6975,0.648996,0.674167,0.104467
2011-08-21,233,3,0,8,0,0,0,1,25.409151,28.584650000000003,16.666518,0.77,1249,2624,3873,0.710833,0.675525,0.77,0.248754
2011-08-22,234,3,0,8,0,1,1,1,24.508349000000003,26.124764,18.54225,0.47,833,3925,4758,0.691667,0.638254,0.47,0.27675
2011-08-23,235,3,0,8,0,2,1,1,22.119151,24.000422,9.833121,0.455417,1281,4614,5895,0.640833,0.606067,0.455417,0.146763
2011-08-24,236,3,0,8,0,3,1,1,23.646651,25.625672,16.958236,0.605,949,4181,5130,0.673333,0.630692,0.605,0.253108
2011-08-25,237,3,0,8,0,4,1,2,24.155848999999996,26.626364000000002,14.125810999999999,0.771667,435,3107,3542,0.684167,0.645854,0.771667,0.210833
2011-08-26,238,3,0,8,0,5,1,1,24.9,27.542378,5.625487499999999,0.76125,768,3893,4661,0.7,0.659733,0.76125,0.0839625
2011-08-27,239,3,0,8,0,6,0,2,23.96,25.946696000000003,25.166338999999997,0.85,226,889,1115,0.68,0.635556,0.85,0.375617
2011-08-28,240,3,0,8,0,0,0,1,25.231772999999997,26.765293999999997,20.412153,0.561765,1415,2919,4334,0.707059,0.647959,0.561765,0.304659
2011-08-29,241,3,0,8,0,1,1,1,21.923348999999998,24.125228,10.708275,0.554583,729,3905,4634,0.636667,0.607958,0.554583,0.159825
2011-08-30,242,3,0,8,0,2,1,1,22.040849,23.250464,8.375536,0.548333,775,4429,5204,0.639167,0.594704,0.548333,0.125008
2011-08-31,243,3,0,8,0,3,1,1,22.863349,24.333986000000003,5.5833311,0.597917,688,4370,5058,0.656667,0.611121,0.597917,0.0833333
2011-09-01,244,3,0,9,0,4,1,1,22.785,24.584786,9.500332,0.639167,783,4332,5115,0.655,0.614921,0.639167,0.141796
2011-09-02,245,3,0,9,0,5,1,2,22.236651000000002,23.917327999999998,9.375243,0.727083,875,3852,4727,0.643333,0.604808,0.727083,0.139929
2011-09-03,246,3,0,9,0,6,0,1,23.450848999999998,25.792058000000004,12.416775,0.716667,1935,2549,4484,0.669167,0.633213,0.716667,0.185325
2011-09-04,247,3,0,9,0,0,0,1,25.330849,27.918314000000002,13.833289,0.742083,2521,2419,4940,0.709167,0.665429,0.742083,0.206467
2011-09-05,248,3,0,9,1,1,0,2,23.646651,25.292636,14.250632,0.790417,1236,2115,3351,0.673333,0.625646,0.790417,0.212696
2011-09-06,249,3,0,9,0,2,1,3,17.380000000000003,18.0032,23.044181,0.886957,204,2506,2710,0.54,0.5152,0.886957,0.343943
2011-09-07,250,3,0,9,0,3,1,3,20.160849,19.919114,6.500393600000001,0.917083,118,1878,1996,0.599167,0.544229,0.917083,0.0970208
2011-09-08,251,3,0,9,0,4,1,3,21.793910999999998,20.653826000000002,12.914116,0.939565,153,1689,1842,0.633913,0.555361,0.939565,0.192748
2011-09-09,252,3,0,9,0,5,1,2,22.55,22.210435999999994,8.333393000000001,0.897917,417,3127,3544,0.65,0.578946,0.897917,0.124379
2011-09-10,253,3,0,9,0,6,0,1,23.020000000000003,24.125492,10.291736,0.75375,1750,3595,5345,0.66,0.607962,0.75375,0.153608
2011-09-11,254,3,0,9,0,0,0,1,22.706651,24.209114,7.708618,0.71375,1633,3413,5046,0.653333,0.609229,0.71375,0.115054
2011-09-12,255,3,0,9,0,1,1,1,22.284356000000002,23.74058,5.957171000000001,0.692174,690,4023,4713,0.644348,0.60213,0.692174,0.088913
2011-09-13,256,3,0,9,0,2,1,1,22.589151,23.834564,9.500868,0.7125,701,4062,4763,0.650833,0.603554,0.7125,0.141804
2011-09-14,257,3,0,9,0,3,1,1,23.646651,25.3754,11.2091,0.697083,647,4138,4785,0.673333,0.6269,0.697083,0.1673
2011-09-15,258,3,0,9,0,4,1,2,19.142500000000002,20.542286000000004,18.166782,0.709167,428,3231,3659,0.5775,0.553671,0.709167,0.271146
2011-09-16,259,3,0,9,0,5,1,2,14.050849,14.457350000000002,11.000261,0.590417,742,4018,4760,0.469167,0.461475,0.590417,0.164183
2011-09-17,260,3,0,9,0,6,0,2,15.108349,15.581792,12.708225,0.718333,1434,3077,4511,0.491667,0.478512,0.718333,0.189675
2011-09-18,261,3,0,9,0,0,0,1,15.8525,16.375442,11.958361,0.695,1353,2921,4274,0.5075,0.490537,0.695,0.178483
2011-09-19,262,3,0,9,0,1,1,2,17.810848999999997,18.958550000000002,10.166713999999999,0.69,691,3848,4539,0.549167,0.529675,0.69,0.151742
2011-09-20,263,3,0,9,0,2,1,2,18.398349,19.126322000000002,9.041917999999999,0.88125,438,3203,3641,0.561667,0.532217,0.88125,0.134954
2011-09-21,264,3,0,9,0,3,1,2,19.965,20.335178000000006,6.4590814,0.9,539,3813,4352,0.595,0.550533,0.9,0.0964042
2011-09-22,265,3,0,9,0,4,1,2,21.531651,20.627558,8.584375,0.902083,555,4240,4795,0.628333,0.554963,0.902083,0.128125
2011-09-23,266,4,0,9,0,5,1,2,20.630849,18.460249999999995,5.2505689,0.9725,258,2137,2395,0.609167,0.522125,0.9725,0.0783667
2011-09-24,267,4,0,9,0,6,0,2,20.513348999999998,21.251192000000003,5.2516811,0.8625,1776,3647,5423,0.606667,0.564412,0.8625,0.0783833
2011-09-25,268,4,0,9,0,0,0,2,21.805849000000002,21.794041999999997,3.3754064,0.845,1544,3466,5010,0.634167,0.572637,0.845,0.0503792
2011-09-26,269,4,0,9,0,1,1,2,22.510849000000004,22.876771999999995,7.4169,0.848333,684,3946,4630,0.649167,0.589042,0.848333,0.1107
2011-09-27,270,4,0,9,0,2,1,2,21.923348999999998,21.91865,7.917457,0.885417,477,3643,4120,0.636667,0.574525,0.885417,0.118171
2011-09-28,271,4,0,9,0,3,1,2,21.845,21.960427999999993,9.958143000000002,0.84875,480,3427,3907,0.635,0.575158,0.84875,0.148629
2011-09-29,272,4,0,9,0,4,1,1,20.983348999999997,21.917792,11.583161,0.699167,653,4186,4839,0.616667,0.574512,0.699167,0.172883
2011-09-30,273,4,0,9,0,5,1,1,18.515849,19.958714,13.833825,0.6475,830,4372,5202,0.564167,0.544829,0.6475,0.206475
2011-10-01,274,4,0,10,0,6,0,2,11.27,11.248957999999998,19.583832,0.75375,480,1949,2429,0.41,0.412863,0.75375,0.292296
2011-10-02,275,4,0,10,0,0,0,2,8.763349000000002,6.790921999999998,14.874870999999999,0.791667,616,2302,2918,0.356667,0.345317,0.791667,0.222013
2011-10-03,276,4,0,10,0,1,1,2,10.055848999999998,9.875036000000001,5.5841686,0.760833,330,3240,3570,0.384167,0.392046,0.760833,0.0833458
2011-10-04,277,4,0,10,0,2,1,1,14.755849000000001,15.208628000000001,13.792218,0.71,486,3970,4456,0.484167,0.472858,0.71,0.205854
2011-10-05,278,4,0,10,0,3,1,1,17.301650999999996,18.791108,11.87575,0.647917,559,4267,4826,0.538333,0.527138,0.647917,0.17725
2011-10-06,279,4,0,10,0,4,1,1,15.225849,15.70805,9.041917999999999,0.620833,639,4126,4765,0.494167,0.480425,0.620833,0.134954
2011-10-07,280,4,0,10,0,5,1,1,16.009151,17.290664,1.5002439,0.684167,949,4036,4985,0.510833,0.504404,0.684167,0.0223917
2011-10-08,281,4,0,10,0,6,0,1,16.518349,17.873971999999995,3.0420814,0.70125,2235,3174,5409,0.521667,0.513242,0.70125,0.0454042
2011-10-09,282,4,0,10,0,0,0,1,17.419151,18.582878,4.251150000000001,0.7275,2397,3114,5511,0.540833,0.523983,0.7275,0.06345
2011-10-10,283,4,0,10,1,1,0,1,18.829151000000003,19.83305,2.8343814,0.73375,1514,3603,5117,0.570833,0.542925,0.73375,0.0423042
2011-10-11,284,4,0,10,0,2,1,2,18.633349000000003,20.042336,9.583814,0.80875,667,3896,4563,0.566667,0.546096,0.80875,0.143042
2011-10-12,285,4,0,10,0,3,1,3,17.536651,18.169322,16.62605,0.90625,217,2199,2416,0.543333,0.517717,0.90625,0.24815
2011-10-13,286,4,0,10,0,4,1,2,19.690849,20.419064,9.499729,0.896667,290,2623,2913,0.589167,0.551804,0.896667,0.141787
2011-10-14,287,4,0,10,0,5,1,2,17.889151000000002,18.958550000000002,15.000161,0.71625,529,3115,3644,0.550833,0.529675,0.71625,0.223883
2011-10-15,288,4,0,10,0,6,0,1,15.813348999999999,16.91585,17.291561,0.483333,1899,3318,5217,0.506667,0.498725,0.483333,0.258083
2011-10-16,289,4,0,10,0,0,0,1,16.048348999999998,17.208163999999996,18.875039,0.486667,1748,3293,5041,0.511667,0.503154,0.486667,0.281717
2011-10-17,290,4,0,10,0,1,1,1,17.105849,17.70785,11.750393,0.579583,713,3857,4570,0.534167,0.510725,0.579583,0.175379
2011-10-18,291,4,0,10,0,2,1,2,17.0275,18.499586,7.375829,0.701667,637,4111,4748,0.5325,0.522721,0.701667,0.110087
2011-10-19,292,4,0,10,0,3,1,3,17.461733,17.913967999999997,16.303713,0.895217,254,2170,2424,0.541739,0.513848,0.895217,0.243339
2011-10-20,293,4,0,10,0,4,1,1,14.364151,14.790650000000003,28.292425,0.63625,471,3724,4195,0.475833,0.466525,0.63625,0.422275
2011-10-21,294,4,0,10,0,5,1,1,12.092500000000001,11.957335999999998,14.833532,0.574167,676,3628,4304,0.4275,0.423596,0.574167,0.221396
2011-10-22,295,4,0,10,0,6,0,1,11.857499999999998,12.082472,6.2086689,0.629167,1499,2809,4308,0.4225,0.425492,0.629167,0.0926667
2011-10-23,296,4,0,10,0,0,0,1,11.818349000000001,11.873978000000001,6.6673375,0.74125,1619,2762,4381,0.421667,0.422333,0.74125,0.0995125
2011-10-24,297,4,0,10,0,1,1,1,13.776651000000001,14.166422,7.959064,0.772083,699,3488,4187,0.463333,0.457067,0.772083,0.118792
2011-10-25,298,4,0,10,0,2,1,1,14.168349,14.582749999999997,11.166086,0.622917,695,3992,4687,0.471667,0.463375,0.622917,0.166658
2011-10-26,299,4,0,10,0,3,1,2,14.755849000000001,15.207836,9.959014,0.720417,404,3490,3894,0.484167,0.472846,0.720417,0.148642
2011-10-27,300,4,0,10,0,4,1,2,14.09,14.165036,13.250121,0.812917,240,2419,2659,0.47,0.457046,0.812917,0.197763
2011-10-28,301,4,0,10,0,5,1,2,7.549151,5.041591999999998,15.375093,0.585833,456,3291,3747,0.330833,0.318812,0.585833,0.229479
2011-10-29,302,4,0,10,0,6,0,3,3.945848999999999,-0.9577419999999996,23.541857,0.8825,57,570,627,0.254167,0.227913,0.8825,0.351371
2011-10-30,303,4,0,10,0,0,0,1,7.000848999999999,5.207713999999999,11.833339,0.62375,885,2446,3331,0.319167,0.321329,0.62375,0.176617
2011-10-31,304,4,0,10,0,1,1,1,7.98,7.5001580000000025,7.12545,0.703333,362,3307,3669,0.34,0.356063,0.703333,0.10635
2011-11-01,305,4,0,11,0,2,1,1,10.839151000000001,10.207808,9.083257,0.68375,410,3658,4068,0.400833,0.397088,0.68375,0.135571
2011-11-02,306,4,0,11,0,3,1,1,9.7425,9.748778000000001,5.5001439,0.71875,370,3816,4186,0.3775,0.390133,0.71875,0.0820917
2011-11-03,307,4,0,11,0,4,1,1,11.191651,10.790785999999997,9.166739,0.702083,318,3656,3974,0.408333,0.405921,0.702083,0.136817
2011-11-04,308,4,0,11,0,5,1,2,10.956651,10.623871999999999,18.209193,0.6225,470,3576,4046,0.403333,0.403392,0.6225,0.271779
2011-11-05,309,4,0,11,0,6,0,1,7.353349,5.374364,12.667154,0.519167,1156,2770,3926,0.326667,0.323854,0.519167,0.189062
2011-11-06,310,4,0,11,0,0,0,1,8.371651,7.915628000000002,6.1676314,0.734583,952,2697,3649,0.348333,0.362358,0.734583,0.0920542
2011-11-07,311,4,0,11,0,1,1,1,10.565000000000001,10.457486,3.834075,0.75875,373,3662,4035,0.395,0.400871,0.75875,0.057225
2011-11-08,312,4,0,11,0,2,1,1,11.191651,11.208236,4.6255125,0.721667,376,3829,4205,0.408333,0.412246,0.721667,0.0690375
2011-11-09,313,4,0,11,0,3,1,1,10.8,10.999214000000002,4.1671186,0.758333,305,3804,4109,0.4,0.409079,0.758333,0.0621958
2011-11-10,314,4,0,11,0,4,1,2,9.86,8.665586000000001,12.667489000000002,0.813333,190,2743,2933,0.38,0.373721,0.813333,0.189067
2011-11-11,315,4,0,11,1,5,0,1,7.235849,4.2499220000000015,21.083225,0.44625,440,2928,3368,0.324167,0.306817,0.44625,0.314675
2011-11-12,316,4,0,11,0,6,0,1,8.763349000000002,7.624171999999998,14.208154,0.552917,1275,2792,4067,0.356667,0.357942,0.552917,0.212062
2011-11-13,317,4,0,11,0,0,0,1,12.719151,12.4163,18.875307,0.458333,1004,2713,3717,0.440833,0.43055,0.458333,0.281721
2011-11-14,318,4,0,11,0,1,1,1,16.91,18.624392,20.541932,0.587083,595,3891,4486,0.53,0.524612,0.587083,0.306596
2011-11-15,319,4,0,11,0,2,1,2,16.91,17.500214,13.375411,0.68875,449,3746,4195,0.53,0.507579,0.68875,0.199633
2011-11-16,320,4,0,11,0,3,1,3,13.463349000000001,13.831208,9.167543,0.93,145,1672,1817,0.456667,0.451988,0.93,0.136829
2011-11-17,321,4,0,11,0,4,1,2,8.058349,5.332585999999999,20.459254,0.575833,139,2914,3053,0.341667,0.323221,0.575833,0.305362
2011-11-18,322,4,0,11,0,5,1,1,4.885849,1.9995860000000008,11.291711,0.41,245,3147,3392,0.274167,0.272721,0.41,0.168533
2011-11-19,323,4,0,11,0,6,0,1,7.470848999999999,5.415878000000003,15.041232,0.502083,943,2720,3663,0.329167,0.324483,0.502083,0.224496
2011-11-20,324,4,0,11,0,0,0,2,13.776651000000001,14.165828000000001,12.45865,0.684583,787,2733,3520,0.463333,0.457058,0.684583,0.18595
2011-11-21,325,4,0,11,0,1,1,3,13.032499999999999,13.374092000000001,9.249618,0.91,220,2545,2765,0.4475,0.445062,0.91,0.138054
2011-11-22,326,4,0,11,0,2,1,3,11.583349000000002,11.831936000000002,7.959064,0.9625,69,1538,1607,0.416667,0.421696,0.9625,0.118792
2011-11-23,327,4,0,11,0,3,1,2,12.719151,12.415441999999999,22.500275,0.757917,112,2454,2566,0.440833,0.430537,0.757917,0.335825
2011-11-24,328,4,0,11,1,4,0,1,9.546651,8.583086000000002,11.209368000000001,0.549167,560,935,1495,0.373333,0.372471,0.549167,0.167304
2011-11-25,329,4,0,11,0,5,1,1,9.625,9.124285999999998,6.6260186,0.64375,1095,1697,2792,0.375,0.380671,0.64375,0.0988958
2011-11-26,330,4,0,11,0,6,0,1,9.664151,9.415742000000002,4.5841936,0.681667,1249,1819,3068,0.375833,0.385087,0.681667,0.0684208
2011-11-27,331,4,0,11,0,0,0,1,13.580849,14.082799999999999,13.999918,0.698333,810,2261,3071,0.459167,0.4558,0.698333,0.208954
2011-11-28,332,4,0,11,0,1,1,1,15.663466,16.348052000000003,9.522174,0.743043,253,3614,3867,0.503478,0.490122,0.743043,0.142122
2011-11-29,333,4,0,11,0,2,1,2,13.541650999999998,13.790750000000003,17.292164,0.830833,96,2818,2914,0.458333,0.451375,0.830833,0.258092
2011-11-30,334,4,0,11,0,3,1,1,7.275,4.540586000000001,18.167586,0.613333,188,3425,3613,0.325,0.311221,0.613333,0.271158
2011-12-01,335,4,0,12,0,4,1,1,6.6875,4.166564000000001,14.750586,0.524583,182,3545,3727,0.3125,0.305554,0.524583,0.220158
2011-12-02,336,4,0,12,0,5,1,1,6.765848999999999,5.874578,6.750518,0.625833,268,3672,3940,0.314167,0.331433,0.625833,0.100754
2011-12-03,337,4,0,12,0,6,0,1,6.060849000000001,4.499863999999999,6.4174811,0.612917,706,2908,3614,0.299167,0.310604,0.612917,0.0957833
2011-12-04,338,4,0,12,0,0,0,1,7.549151,7.040600000000001,5.6252061,0.775833,634,2851,3485,0.330833,0.3491,0.775833,0.0839583
2011-12-05,339,4,0,12,0,1,1,2,10.134151,9.99905,4.1679561000000005,0.827083,233,3578,3811,0.385833,0.393925,0.827083,0.0622083
2011-12-06,340,4,0,12,0,2,1,3,13.7375,14.122399999999999,15.583061,0.949583,126,2468,2594,0.4625,0.4564,0.949583,0.232583
2011-12-07,341,4,0,12,0,3,1,3,11.27,10.416235999999998,17.833725,0.970417,50,655,705,0.41,0.400246,0.970417,0.266175
2011-12-08,342,4,0,12,0,4,1,1,4.494150999999999,0.9579079999999998,16.083886,0.58,150,3172,3322,0.265833,0.256938,0.58,0.240058
2011-12-09,343,4,0,12,0,5,1,1,5.669151000000001,4.9577719999999985,5.5420189,0.695833,261,3359,3620,0.290833,0.317542,0.695833,0.0827167
2011-12-10,344,4,0,12,0,6,0,1,4.925000000000001,1.5831920000000004,15.625807,0.5075,502,2688,3190,0.275,0.266412,0.5075,0.233221
2011-12-11,345,4,0,12,0,0,0,1,2.3791510000000002,0.708164,4.458293899999999,0.49,377,2366,2743,0.220833,0.253154,0.49,0.0665417
2011-12-12,346,4,0,12,0,1,1,1,3.201651,1.8329360000000001,4.251150000000001,0.670833,143,3167,3310,0.238333,0.270196,0.670833,0.06345
2011-12-13,347,4,0,12,0,2,1,1,5.277499999999998,3.875108000000001,9.41685,0.59,155,3368,3523,0.2825,0.301138,0.59,0.14055
2011-12-14,348,4,0,12,0,3,1,2,6.922499999999999,6.331892,4.0842061,0.66375,178,3562,3740,0.3175,0.338362,0.66375,0.0609583
2011-12-15,349,4,0,12,0,4,1,2,11.857499999999998,11.207642,17.958814,0.634167,181,3528,3709,0.4225,0.412237,0.634167,0.268042
2011-12-16,350,4,0,12,0,5,1,2,9.625,7.748450000000002,17.458525,0.500417,178,3399,3577,0.375,0.359825,0.500417,0.260575
2011-12-17,351,4,0,12,0,6,0,2,4.1416509999999995,0.4584860000000006,16.292189,0.560833,275,2464,2739,0.258333,0.249371,0.560833,0.243167
2011-12-18,352,4,0,12,0,0,0,1,3.201651,0.20821399999999812,11.375193000000001,0.58625,220,2211,2431,0.238333,0.245579,0.58625,0.169779
2011-12-19,353,4,0,12,0,1,1,1,5.003349,2.5415779999999977,11.584031999999999,0.6375,260,3143,3403,0.276667,0.280933,0.6375,0.172896
2011-12-20,354,4,0,12,0,2,1,2,10.134151,10.165963999999999,4.1252436,0.595417,216,3534,3750,0.385833,0.396454,0.595417,0.0615708
2011-12-21,355,1,0,12,0,3,1,2,12.131651000000002,12.249122,14.8338,0.858333,107,2553,2660,0.428333,0.428017,0.858333,0.2214
2011-12-22,356,1,0,12,0,4,1,2,11.896651000000002,12.123986000000002,3.1674249999999997,0.7575,227,2841,3068,0.423333,0.426121,0.7575,0.047275
2011-12-23,357,1,0,12,0,5,1,1,9.546651,8.915858,18.374482,0.68625,163,2046,2209,0.373333,0.377513,0.68625,0.274246
2011-12-24,358,1,0,12,0,6,0,1,6.217499999999999,3.7499719999999996,12.750368,0.5425,155,856,1011,0.3025,0.299242,0.5425,0.190304
2011-12-25,359,1,0,12,0,0,0,1,4.914801000000001,2.4774260000000012,10.391097,0.681304,303,451,754,0.274783,0.279961,0.681304,0.155091
2011-12-26,360,1,0,12,1,1,0,1,7.121732999999999,4.825310000000002,16.044155,0.506957,430,887,1317,0.321739,0.315535,0.506957,0.239465
2011-12-27,361,1,0,12,0,2,1,2,7.275,5.6237780000000015,12.62615,0.7625,103,1059,1162,0.325,0.327633,0.7625,0.18845
2011-12-28,362,1,0,12,0,3,1,1,6.05911,2.4782839999999986,19.695386999999997,0.50391300000000006,255,2047,2302,0.29913,0.279974,0.50391300000000006,0.293961
2011-12-29,363,1,0,12,0,4,1,1,3.6716510000000007,1.4168720000000015,8.000604000000001,0.574167,254,2169,2423,0.248333,0.263892,0.574167,0.119412
2011-12-30,364,1,0,12,0,5,1,1,6.648349000000001,5.041591999999998,9.000579,0.636667,491,2508,2999,0.311667,0.318812,0.636667,0.134337
2011-12-31,365,1,0,12,0,6,0,1,11.27,11.331986,14.750318,0.615833,665,1820,2485,0.41,0.414121,0.615833,0.220154
2012-01-01,366,1,1,1,0,0,0,1,9.39,8.790986,12.875189,0.6925,686,1608,2294,0.37,0.375621,0.6925,0.192167
2012-01-02,367,1,1,1,1,1,0,1,4.833020999999999,0.6520639999999993,22.087555,0.381304,244,1707,1951,0.273043,0.252304,0.381304,0.329665
2012-01-03,368,1,1,1,0,2,1,1,-0.9500000000000002,-7.665850000000001,24.499957000000002,0.44125,89,2147,2236,0.15,0.126275,0.44125,0.365671
