state,year,fips,vmt,fatalityrate,sb_useage,speed65,speed70,drinkage21,ba08,income,age,primary,secondary
MN,1983,27,31063,0.0178669,,0,0,0,0,12310,34.21225,0,0
MN,1984,27,31826,0.0182869,,0,0,0,0,13975,34.37519,0,0
MN,1985,27,32688,0.0186001,0.2,0,0,0,0,14756,34.49311,0,0
MN,1986,27,33806,0.0168905,0.33,0,0,1,0,15526,34.62694,0,1
MN,1987,27,35167,0.0150709,0.32,1,0,1,0,16479,34.76574,0,1
MN,1988,27,36447,0.0167915,0.47,1,0,1,0,17115,34.83434,0,1
MN,1989,27,37393,0.0161528,0.44,1,0,1,0,18404,34.89288,0,1
MN,1990,27,38946,0.0145329,0.47,1,0,1,0,19348,35.0013,0,1
MN,1991,27,39254,0.0135273,0.53,1,0,1,0,19845,35.073,0,1
MN,1992,27,41162,0.014115,0.51,1,0,1,0,21126,35.17264,0,1
MN,1993,27,42214,0.0127446,0.55,1,0,1,0,21488,35.28432,0,1
MN,1994,27,43317,0.0149133,0.57,1,0,1,0,22802,35.40265,0,1
MN,1995,27,44072,0.013546,0.65,1,0,1,0,23736,35.54665,0,1
MN,1996,27,44465,0.012954,0.64,1,0,1,0,25235,35.68921,0,1
MN,1997,27,48350,0.0124095,0.65,1,0,1,0,26243,35.77662,0,1
MO,1983,29,36543,0.0249295,,0,0,1,0,11647,35.47117,0,0
MO,1984,29,38535,0.0250941,,0,0,1,0,12860,35.54535,0,0
MO,1985,29,39284,0.0236992,,0,0,1,0,13737,35.62745,0,0
MO,1986,29,41571,0.0271584,,0,0,1,0,14383,35.72844,0,1
MO,1987,29,43379,0.02409,,1,0,1,0,15084,35.85146,0,1
MO,1988,29,45573,0.0242029,,1,0,1,0,15909,35.9502,0,1
MO,1989,29,48087,0.021877,,1,0,1,0,16961,36.05951,0,1
MO,1990,29,50883,0.0215593,0.54,1,0,1,0,17639,36.20201,0,1
MO,1991,29,40982,0.0246694,0.54,1,0,1,0,18305,36.21761,0,1
MO,1992,29,53254,0.0184963,0.7,1,0,1,0,19120,36.30175,0,1
MO,1993,29,54821,0.0172744,0.7,1,0,1,0,19632,36.35517,0,1
MO,1994,29,57288,0.0190092,0.68,1,0,1,0,20576,36.43617,0,1
MO,1995,29,59347,0.0186867,0.71,1,1,1,0,21540,36.49969,0,1
MO,1996,29,61162,0.0187535,0.62,1,1,1,0,22586,36.53993,0,1
MO,1997,29,62980,0.0189266,0.62,1,1,1,0,23629,36.5948,0,1
MS,1983,28,17802,0.040164,,0,0,0,0,8372,32.99812,0,0
MS,1984,28,18442,0.0368181,,0,0,0,0,9122,33.11409,0,0
MS,1985,28,19130,0.0346053,,0,0,0,0,9545,33.22182,0,0
MS,1986,28,19226,0.0401019,,0,0,1,0,9898,33.39319,0,0
MS,1987,28,20173,0.0374758,,1,0,1,0,10484,33.64208,0,0
MS,1988,28,22043,0.0327542,,1,0,1,0,11236,33.88824,0,0
MS,1989,28,22895,0.0317537,,1,0,1,0,11996,34.10622,0,0
MS,1990,28,24398,0.0307402,0.23,1,0,1,0,12706,34.45669,0,1
MS,1991,28,24897,0.0286782,0.32,1,0,1,0,13376,34.47629,0,1
MS,1992,28,26239,0.0291932,0.24,1,0,1,0,14163,34.5176,0,1
MS,1993,28,26864,0.0302636,0.25,1,0,1,0,14900,34.5916,0,1
MS,1994,28,28548,0.0277077,0.433,1,0,1,0,15886,34.66539,0,1
MS,1995,28,29559,0.029365,0.46,1,1,1,0,16574,34.80508,0,1
MS,1996,28,30562,0.0265362,0.4599,1,1,1,0,17398,34.9623,0,1
MS,1997,28,31519,0.0273169,0.4823,1,1,1,0,18098,35.07288,0,1
MT,1983,30,7181,0.0398273,,0,0,0,0,10654,33.70046,0,0
MT,1984,30,7386,0.0322231,0.168,0,0,0,0,11252,33.84919,0,0
MT,1985,30,7572,0.0294506,0.217,0,0,0,0,11486,34.01178,0,0
MT,1986,30,7737,0.0286933,0.295,0,0,0,0,12120,34.32669,0,0
MT,1987,30,8074,0.0289819,0.3965,1,0,1,0,12619,34.65988,0,0
MT,1988,30,8138,0.0243303,0.5945,1,0,1,0,12954,35.00442,0,1
MT,1989,30,8250,0.0219394,0.618,1,0,1,0,14193,35.28573,0,1
MT,1990,30,8332,0.0254441,0.626,1,0,1,0,15038,35.46714,0,1
MT,1991,30,8314,0.0240558,0.6445,1,0,1,0,15947,35.60186,0,1
MT,1992,30,8525,0.022522,0.6803,1,0,1,0,16541,35.67782,0,1
MT,1993,30,8707,0.0223958,0.692,1,0,1,0,17571,35.78074,0,1
MT,1994,30,9116,0.0221588,0.6958,1,0,1,0,17590,35.96219,0,1
MT,1995,30,9399,0.0228748,0.7008,1,0,1,0,18286,36.24869,0,1
MT,1996,30,9446,0.021173,0.708,1,0,1,0,18872,36.5378,0,1
MT,1997,30,9392,0.0282155,0.7255,1,0,1,0,19660,36.82977,0,1
NC,1983,37,45038,0.0273991,,0,0,0,0,10172,34.21531,0,0
NC,1984,37,48182,0.0300942,,0,0,0,0,11363,34.44894,0,0
NC,1985,37,49923,0.0296857,0.26,0,0,0,0,12136,34.6348,0,0
NC,1986,37,52866,0.0311542,0.42,0,0,1,0,12900,34.81873,1,0
NC,1987,37,54600,0.029011,0.78,1,0,1,0,13717,35.0198,1,0
NC,1988,37,57943,0.0271474,0.63,1,0,1,0,14810,35.18054,1,0
NC,1989,37,60877,0.0241635,0.61,1,0,1,0,15827,35.32871,1,0
NC,1990,37,62707,0.0220868,0.58,1,0,1,0,16649,35.51917,1,0
NC,1991,37,64883,0.0210995,0.61,1,0,1,0,17115,35.63745,1,0
NC,1992,37,67538,0.0187302,0.62,1,0,1,0,18230,35.76171,1,0
NC,1993,37,69493,0.0199876,0.63,1,0,1,1,19137,35.87254,1,0
NC,1994,37,71928,0.0198949,0.79,1,0,1,1,19920,35.97425,1,0
NC,1995,37,76053,0.0190394,0.8,1,0,1,1,20996,36.09945,1,0
NC,1996,37,78935,0.018927,0.8,1,0,1,1,22053,36.20906,1,0
NC,1997,37,81893,0.018109,0.85,1,0,1,1,23168,36.27514,1,0
ND,1983,38,5363,0.0216297,,0,0,1,0,11100,33.74757,0,0
ND,1984,38,5377,0.0185977,,0,0,1,0,11871,33.84547,0,0
ND,1985,38,5387,0.0167069,,0,0,1,0,12314,34.03305,0,0
ND,1986,38,5632,0.0177557,,0,0,1,0,12625,34.29162,0,0
ND,1987,38,5681,0.0177786,,1,0,1,0,13037,34.55362,0,0
ND,1988,38,5765,0.0180399,,1,0,1,0,12142,34.89032,0,0
ND,1989,38,5849,0.0138485,,1,0,1,0,13669,35.1776,0,1
ND,1990,38,5910,0.0189509,0.28,1,0,1,0,15264,35.62973,0,0
ND,1991,38,5951,0.0157957,0.3,1,0,1,0,15479,35.69639,0,0
ND,1992,38,6072,0.0144928,0.3,1,0,1,0,16866,35.86979,0,0
ND,1993,38,6158,0.0144527,0.3,1,0,1,0,17040,36.00231,0,0
ND,1994,38,6338,0.0138845,0.32,1,0,1,0,18156,36.14896,0,0
ND,1995,38,6545,0.0113063,0.42,1,0,1,0,18149,36.34026,0,1
ND,1996,38,6741,0.0126094,0.43,1,0,1,0,20197,36.55767,0,1
ND,1997,38,7123,0.014741,0.49,1,0,1,0,20103,36.71871,0,1
NE,1983,31,11534,0.0221085,0.11,0,0,0,0,11401,34.85776,0,0
NE,1984,31,11968,0.0238135,0.15,0,0,0,0,12658,34.96073,0,0
NE,1985,31,12054,0.0196615,0.45,0,0,1,0,13392,35.07484,0,0
NE,1986,31,12630,0.0229612,0.38,0,0,1,0,13875,35.23401,0,0
NE,1987,31,13091,0.0226873,0.29,1,0,1,0,14634,35.41465,0,0
NE,1988,31,13407,0.0194674,0.31,1,0,1,0,15511,35.54836,0,0
NE,1989,31,13781,0.0214788,0.32,1,0,1,0,16371,35.62092,0,0
NE,1990,31,13958,0.0187706,0.33,1,0,1,0,17536,35.68227,0,0
NE,1991,31,14095,0.0195105,0.32,1,0,1,0,18012,35.69535,0,0
NE,1992,31,14621,0.0183982,0.33,1,0,1,0,19157,35.82565,0,0
NE,1993,31,14777,0.0171889,0.54,1,0,1,0,19714,35.90143,0,1
NE,1994,31,15466,0.0175223,0.63,1,0,1,0,20365,35.97546,0,1
NE,1995,31,15807,0.0160688,0.64,1,1,1,0,21029,36.08698,0,1
NE,1996,31,16238,0.0180441,0.65,1,1,1,0,22847,36.17398,0,1
NE,1997,31,17077,0.0176846,0.63,1,1,1,0,23618,36.22448,0,1
NH,1983,33,7181,0.026598,,0,0,0,0,13011,34.50314,0,0
NH,1984,33,7294,0.026323,,0,0,0,0,14518,34.63435,0,0
NH,1985,33,7538,0.0253383,,0,0,1,0,15842,34.74156,0,0
NH,1986,33,7913,0.0217364,0.263,0,0,1,0,17033,34.74734,0,0
NH,1987,33,9167,0.0195266,0.2734,1,0,1,0,18362,34.79731,0,0
NH,1988,33,9507,0.0174608,0.3716,1,0,1,0,19733,34.74615,0,0
NH,1989,33,9819,0.0190447,0.5047,1,0,1,0,20559,34.73483,0,0
NH,1990,33,9844,0.0160504,0.5174,1,0,1,0,20728,34.96724,0,0
NH,1991,33,9935,0.0144942,0.486,1,0,1,0,21390,35.07248,0,0
NH,1992,33,10067,0.0121188,0.497,1,0,1,0,22234,35.24675,0,0
NH,1993,33,10342,0.0116999,0.5057,1,0,1,0,22710,35.41043,0,0
NH,1994,33,10501,0.0113323,0.537,1,0,1,1,24119,35.56836,0,0
NH,1995,33,10643,0.0110871,0.5703,1,0,1,1,25313,35.77237,0,0
NH,1996,33,10987,0.0121962,0.5603,1,0,1,1,26418,35.97538,0,0
NH,1997,33,11202,0.0111587,0.577,1,0,1,1,27766,36.13079,0,0
NJ,1983,34,52217,0.0178486,,0,0,1,0,15080,35.97065,0,0
NJ,1984,34,52312,0.017625,0.18,0,0,1,0,16680,36.09489,0,0
NJ,1985,34,53108,0.0181517,0.4,0,0,1,0,17807,36.21274,0,1
NJ,1986,34,55350,0.0187715,0.353,0,0,1,0,18900,36.28624,0,1
NJ,1987,34,57071,0.017925,0.351,0,0,1,0,20391,36.37607,0,1
NJ,1988,34,58725,0.017897,0.414,0,0,1,0,22302,36.43306,0,1
NJ,1989,34,59898,0.0148753,0.441,0,0,1,0,23751,36.48288,0,1
NJ,1990,34,58923,0.0150366,0.504,0,0,1,0,24883,36.63531,0,1
NJ,1991,34,59289,0.0132065,0.526,0,0,1,0,25328,36.66513,0,1
NJ,1992,34,59410,0.012843,0.7130001,0,0,1,0,26749,36.75087,0,1
NJ,1993,34,59726,0.0132103,0.642,0,0,1,0,27457,36.79403,0,1
NJ,1994,34,60466,0.0125856,0.61,0,0,1,0,28333,36.8207,0,1
NJ,1995,34,61012,0.012686,0.607,0,0,1,0,29568,36.88559,0,1
NJ,1996,34,62334,0.0130587,0.603,0,0,1,0,30892,36.99505,0,1
NJ,1997,34,63308,0.0122417,0.62,0,0,1,0,32356,37.10777,0,1
NM,1983,35,11678,0.0454701,,0,0,1,0,10072,31.99306,0,0
NM,1984,35,12432,0.0399775,,0,0,1,0,10861,32.15181,0,0
NM,1985,35,13269,0.0403195,,0,0,1,0,11592,32.35085,0,0
NM,1986,35,13171,0.0378863,,0,0,1,0,11820,32.55932,1,0
NM,1987,35,15116,0.0375761,,1,0,1,0,12257,32.7751,1,0
NM,1988,35,15283,0.0318655,,1,0,1,0,12865,32.95023,1,0
NM,1989,35,15839,0.0339668,,1,0,1,0,13619,33.18147,1,0
NM,1990,35,16148,0.0309017,0.59,1,0,1,0,14480,33.48713,1,0
NM,1991,35,16773,0.0279616,0.67,1,0,1,0,15069,33.59814,1,0
NM,1992,35,18452,0.0249295,0.66,1,0,1,0,15762,33.74029,1,0
NM,1993,35,18945,0.0227501,0.75,1,0,1,0,16559,33.79538,1,0
NM,1994,35,20480,0.0218262,0.79,1,0,1,1,17150,33.95294,1,0
NM,1995,35,21147,0.0229347,0.86,1,1,1,1,18029,34.13266,1,0
NM,1996,35,21510,0.0225477,0.85,1,1,1,1,18634,34.37305,1,0
NM,1997,35,21937,0.0220632,0.87,1,1,1,1,19298,34.53826,1,0
NV,1983,32,6872,0.0368161,,0,0,1,0,13151,33.61051,0,0
NV,1984,32,7332,0.0339607,,0,0,1,0,14100,33.93559,0,0
NV,1985,32,7566,0.0342321,,0,0,1,0,14920,34.1625,0,0
NV,1986,32,7986,0.0291761,0.208,0,0,1,0,15635,34.3875,0,0
NV,1987,32,8396,0.0312053,0.344,1,0,1,0,16422,34.55044,0,1
NV,1988,32,8989,0.0318167,0.314,1,0,1,0,17688,34.64849,0,1
NV,1989,32,9408,0.0327381,,1,0,1,0,19084,34.82479,0,1
NV,1990,32,10215,0.0335781,0.38,1,0,1,0,20209,34.82133,0,1
NV,1991,32,10510,0.0283539,0.638,1,0,1,0,20596,35.12127,0,1
NV,1992,32,10897,0.0233092,0.633,1,0,1,0,21730,35.39177,0,1
NV,1993,32,11624,0.0226256,0.699,1,0,1,0,22388,35.46874,0,1
NV,1994,32,13019,0.0225824,0.707,1,0,1,0,23391,35.54737,0,1
NV,1995,32,13974,0.0223987,0.71,1,1,1,0,24541,35.65464,0,1
NV,1996,32,14158,0.0245797,0.701,1,1,1,0,25877,35.71119,0,1
NV,1997,32,16309,0.0212766,0.701,1,1,1,0,26514,35.72542,0,1
NY,1983,36,83783,0.0247902,,0,0,0,0,14038,35.73841,0,0
NY,1984,36,87268,0.0236054,0.16,0,0,0,0,15615,35.81261,0,0
NY,1985,36,90518,0.0221613,0.515,0,0,1,0,16613,35.88109,1,0
NY,1986,36,94716,0.0223933,0.48,0,0,1,0,17709,35.95085,1,0
NY,1987,36,98002,0.0238669,0.64,0,0,1,0,18871,36.03766,1,0
NY,1988,36,103692,0.0217567,0.59,0,0,1,0,20433,36.07808,1,0
NY,1989,36,106059,0.0213089,0.6,0,0,1,0,21820,36.11018,1,0
NY,1990,36,106902,0.0207386,0.63,0,0,1,0,23106,36.26569,1,0
NY,1991,36,107661,0.0186511,0.67,0,0,1,0,23600,36.23967,1,0
NY,1992,36,109881,0.0165179,0.69,0,0,1,0,24801,36.30256,1,0
NY,1993,36,112240,0.015948,0.72,0,0,1,0,25373,36.35571,1,0
NY,1994,36,112970,0.0148535,0.72,0,0,1,0,26242,36.41601,1,0
NY,1995,36,115091,0.0145885,0.72,1,0,1,0,27587,36.52503,1,0
NY,1996,36,118641,0.0134186,0.74,1,0,1,0,29015,36.64091,1,0
NY,1997,36,120778,0.013678,0.74,1,0,1,0,30250,36.78652,1,0
OH,1983,39,73214,0.0216079,0.13,0,0,0,0,11850,34.55674,0,0
OH,1984,39,74895,0.0219774,0.15,0,0,0,0,13077,34.7169,0,0
OH,1985,39,75549,0.0217872,0.19,0,0,0,0,13843,34.89363,0,0
OH,1986,39,81348,0.020566,0.49,0,0,0,0,14458,35.07521,0,1
OH,1987,39,79157,0.0223859,0.41,1,0,1,0,15156,35.26473,0,1
OH,1988,39,81990,0.0213197,0.39,1,0,1,0,16187,35.40693,0,1
OH,1989,39,84418,0.0209908,0.43,1,0,1,0,17203,35.52404,0,1
OH,1990,39,86972,0.0188336,0.465,1,0,1,0,18116,35.78138,0,1
OH,1991,39,93002,0.017591,0.53,1,0,1,0,18589,35.83456,0,1
OH,1992,39,95221,0.0151122,0.58,1,0,1,0,19482,35.96465,0,1
OH,1993,39,96992,0.0152384,0.617,1,0,1,0,20228,36.09631,0,1
OH,1994,39,98200,0.0139511,0.621,1,0,1,0,21237,36.20414,0,1
OH,1995,39,100788,0.0134937,0.627,1,0,1,0,22217,36.35731,0,1
OH,1996,39,103090,0.0134931,0.624,1,0,1,0,23054,36.49838,0,1
OH,1997,39,103675,0.0138896,0.652,1,0,1,0,24163,36.58474,0,1
OK,1983,40,29565,0.0286826,,0,0,1,0,11517,34.35067,0,0
OK,1984,40,30981,0.0257254,,0,0,1,0,12378,34.44986,0,0
OK,1985,40,31181,0.0238607,,0,0,1,0,12894,34.57436,0,0
OK,1986,40,30833,0.0226381,0.161,0,0,1,0,12918,34.76661,0,0
OK,1987,40,31606,0.0188888,0.3515,1,0,1,0,13068,34.95862,0,1
OK,1988,40,32388,0.0196987,0.32,1,0,1,0,13833,35.21893,0,1
OK,1989,40,32836,0.0197344,0.305,1,0,1,0,14691,35.50052,0,1
OK,1990,40,33081,0.0193767,0.336,1,0,1,0,15613,35.69559,0,1
OK,1991,40,34240,0.0190421,0.37,1,0,1,0,16100,35.74194,0,1
OK,1992,40,35119,0.0174549,0.442,1,0,1,0,16832,35.83285,0,1
OK,1993,40,35529,0.018886,0.466,1,0,1,0,17419,35.91766,0,1
OK,1994,40,36980,0.0185776,0.45,1,0,1,0,17984,36.00317,0,1
OK,1995,40,38489,0.0173816,0.464,1,1,1,0,18544,36.11529,0,1
OK,1996,40,39427,0.0195805,0.475,1,1,1,0,19342,36.25351,0,1
OK,1997,40,41400,0.0202415,0.474,1,1,1,0,20305,36.35049,0,1
OR,1983,41,20557,0.0267549,,0,0,1,1,11451,34.81085,0,0
OR,1984,41,20943,0.0273122,,0,0,1,1,12409,35.05972,0,0
OR,1985,41,21458,0.0260509,,0,0,1,1,13065,35.29336,0,0
OR,1986,41,22741,0.0272196,,0,0,1,1,13657,35.54237,0,0
OR,1987,41,23332,0.0265301,,1,0,1,1,14282,35.80247,0,0
OR,1988,41,25204,0.0268608,0.47,1,0,1,1,15313,36.00641,1,0
OR,1989,41,25820,0.0242448,0.48,1,0,1,1,16387,36.11449,0,0
OR,1990,41,26738,0.0216546,0.5,1,0,1,1,17423,35.9911,0,0
OR,1991,41,25762,0.0187097,0.7,1,0,1,1,17895,36.12591,1,0
OR,1992,41,27926,0.016866,0.75,1,0,1,1,18678,36.27373,1,0
OR,1993,41,28352,0.0184467,0.8,1,0,1,1,19518,36.45624,1,0
OR,1994,41,29453,0.0167725,0.81,1,0,1,1,20508,36.57107,1,0
OR,1995,41,30034,0.0191117,0.83,1,0,1,1,21618,36.6996,1,0
OR,1996,41,30319,0.0173489,0.83,1,0,1,1,22894,36.85196,1,0
OR,1997,41,32268,0.016239,0.85,1,0,1,1,23920,36.93308,1,0
PA,1983,42,72302,0.0238029,,0,0,1,0,12199,36.46726,0,0
PA,1984,42,74297,0.0232445,,0,0,1,0,13200,36.64323,0,0
PA,1985,42,75428,0.0234793,,0,0,1,0,14104,36.82594,0,0
PA,1986,42,77636,0.0243959,,0,0,1,0,14845,36.94431,0,0
PA,1987,42,78626,0.0252715,,0,0,1,0,15765,37.09253,0,0
PA,1988,42,81238,0.0237697,,0,0,1,0,16927,37.2021,0,1
PA,1989,42,83855,0.0223839,0.495,0,0,1,0,18264,37.30455,0,1
PA,1990,42,85708,0.0192047,0.531,0,0,1,0,19371,37.40253,0,1
PA,1991,42,87282,0.0190303,0.604,0,0,1,0,19975,37.44606,0,1
PA,1992,42,89200,0.0173206,0.63,0,0,1,0,20950,37.5555,0,1
PA,1993,42,90706,0.0168567,0.675,0,0,1,0,21635,37.65277,0,1
PA,1994,42,92347,0.0156042,0.71,0,0,1,0,22343,37.7525,0,1
PA,1995,42,94520,0.0156581,0.71,1,0,1,0,23268,37.89829,0,1
PA,1996,42,96646,0.0151998,0.65,1,0,1,0,24533,38.07518,0,1
PA,1997,42,98015,0.0158853,0.647,1,0,1,0,25670,38.19385,0,1
RI,1983,44,6014,0.0166279,,0,0,0,0,12293,36.4482,0,0
RI,1984,44,5300,0.0149057,,0,0,1,0,13540,36.58319,0,0
RI,1985,44,5823,0.0187189,,0,0,1,0,14403,36.65831,0,0
RI,1986,44,5429,0.0228403,,0,0,1,0,15331,36.71141,0,0
RI,1987,44,6003,0.0188239,,0,0,1,0,16412,36.73763,0,0
RI,1988,44,5853,0.0213566,,0,0,1,0,17900,36.77792,0,0
RI,1989,44,6740,0.0148368,,0,0,1,0,19184,36.83857,0,0
RI,1990,44,7024,0.011959,0.29,0,0,1,0,19698,36.97349,0,0
RI,1991,44,7152,0.0123043,0.28,0,0,1,0,19982,36.97094,0,0
RI,1992,44,7676,0.0102918,0.32,0,0,1,0,20819,37.09748,0,1
RI,1993,44,7227,0.0102394,0.32,0,0,1,0,21735,37.14618,0,1
RI,1994,44,7095,0.0088795,0.58,0,0,1,0,22315,37.28884,0,1
RI,1995,44,6896,0.0100058,0.58,1,0,1,0,23520,37.45345,0,1
RI,1996,44,7120,0.009691,0.58,1,0,1,0,24356,37.66213,0,1
RI,1997,44,7071,0.0106067,0.58,1,0,1,0,25667,37.73576,0,1
SC,1983,45,24977,0.0337911,,0,0,0,0,9517,32.9519,0,0
SC,1984,45,25971,0.0352701,,0,0,0,0,10518,33.17356,0,0
SC,1985,45,26677,0.0356487,0.128,0,0,0,0,11206,33.42841,0,0
SC,1986,45,28250,0.0374867,,0,0,1,0,11774,33.60272,0,0
SC,1987,45,30224,0.0359317,,1,0,1,0,12522,33.84249,0,0
SC,1988,45,31759,0.0324632,,1,0,1,0,13468,34.04273,0,0
SC,1989,45,32780,0.0303844,,1,0,1,0,14180,34.21725,0,0
SC,1990,45,34376,0.0284792,0.49,1,0,1,0,15427,34.60175,0,1
SC,1991,45,34456,0.02583,0.495,1,0,1,0,15710,34.72511,0,1
SC,1992,45,35049,0.0230249,0.54,1,0,1,0,16410,34.94807,0,1
SC,1993,45,36125,0.0234187,0.587,1,0,1,0,17091,35.17385,0,1
SC,1994,45,37245,0.0227413,0.64,1,0,1,0,17914,35.38049,0,1
SC,1995,45,38724,0.0227507,0.64,1,0,1,0,18789,35.64164,0,1
SC,1996,45,39756,0.0233927,0.61,1,0,1,0,19651,35.86225,0,1
SC,1997,45,41333,0.021847,0.61,1,0,1,0,20508,36.0674,0,1
SD,1983,46,6317,0.027703,,0,0,0,0,9782,34.54647,0,0
SD,1984,46,6401,0.0223403,,0,0,0,0,11117,34.63226,0,0
SD,1985,46,6277,0.0207105,,0,0,0,0,11440,34.74252,0,0
SD,1986,46,6238,0.0214812,,0,0,0,0,12012,34.88389,0,0
SD,1987,46,6209,0.0215816,,1,0,1,0,12683,35.06384,0,0
SD,1988,46,6634,0.0221586,,1,0,1,0,13183,35.21753,0,0
SD,1989,46,6704,0.022673,0.26,1,0,1,0,14038,35.35497,0,0
SD,1990,46,6989,0.0218915,0.26,1,0,1,0,15488,35.47572,0,0
SD,1991,46,6711,0.0213083,0.33,1,0,1,0,16014,35.49125,0,0
SD,1992,46,7218,0.0223053,0.42,1,0,1,0,17055,35.45702,0,0
SD,1993,46,7413,0.0188857,0.26,1,0,1,0,17600,35.54105,0,0
SD,1994,46,7631,0.0201808,0.4,1,0,1,0,18568,35.67391,0,0
SD,1995,46,7669,0.0206024,0.4,1,1,1,0,18724,35.82715,0,1
SD,1996,46,7817,0.0223871,0.47,1,1,1,0,20450,36.04702,0,1
SD,1997,46,7938,0.0186445,0.59,1,1,1,0,21076,36.14575,0,1
TN,1983,47,36261,0.0285982,,0,0,0,0,10005,34.62539,0,0
TN,1984,47,36523,0.0299811,,0,0,1,0,11123,34.8206,0,0
TN,1985,47,36258,0.0303657,,0,0,1,0,11872,35.03939,0,0
TN,1986,47,39521,0.0311227,,0,0,1,0,12624,35.22371,0,1
TN,1987,47,42126,0.0296017,,1,0,1,0,13483,35.41708,0,1
TN,1988,47,44193,0.0286471,,1,0,1,0,14482,35.51794,0,1
TN,1989,47,45639,0.0238393,,1,0,1,0,15438,35.65181,0,1
TN,1990,47,46710,0.025198,0.43,1,0,1,0,16309,35.85265,0,1
TN,1991,47,47267,0.0235471,0.51,1,0,1,0,16976,35.93281,0,1
TN,1992,47,49994,0.0230628,0.58,1,0,1,0,18256,36.0331,0,1
TN,1993,47,52112,0.0224516,0.5837,1,0,1,0,19139,36.10373,0,1
TN,1994,47,54524,0.0222654,0.6009,1,0,1,0,20088,36.17986,0,1
TN,1995,47,56214,0.0223966,0.6419,1,0,1,0,21109,36.29959,0,1
TN,1996,47,58435,0.021203,0.6331,1,0,1,0,21800,36.45208,0,1
TN,1997,47,60526,0.0202392,0.6067,1,0,1,0,22699,36.59624,0,1
TX,1983,48,131883,0.0289878,,0,0,0,0,12206,32.34233,0,0
TX,1984,48,137737,0.028402,,0,0,0,0,13227,32.41722,0,0
TX,1985,48,143263,0.0256731,,0,0,1,0,13980,32.48801,0,0
TX,1986,48,148348,0.0240448,,0,0,1,0,13972,32.54019,1,0
TX,1987,48,151186,0.0215628,,1,0,1,0,14267,32.67171,1,0
TX,1988,48,156458,0.0216799,,1,0,1,0,15118,32.81078,1,0
TX,1989,48,159512,0.0211269,,1,0,1,0,16110,33.02728,1,0
TX,1990,48,162232,0.020033,0.68,1,0,1,0,17290,33.23519,1,0
TX,1991,48,158756,0.0193882,0.68,1,0,1,0,17985,33.33799,1,0
TX,1992,48,163329,0.0187291,0.69,1,0,1,0,18886,33.46712,1,0
TX,1993,48,167611,0.0181551,0.69,1,0,1,0,19606,33.55479,1,0
TX,1994,48,178348,0.0178696,0.71,1,0,1,0,20312,33.63593,1,0
TX,1995,48,181096,0.0175763,0.72,1,1,1,0,21320,33.75755,1,0
TX,1996,48,185386,0.0201849,0.74,1,1,1,0,22345,33.84127,1,0
TX,1997,48,198700,0.0176799,0.75,1,1,1,0,23707,33.95248,1,0
UT,1983,49,11221,0.0252206,,0,0,1,1,9582,28.55428,0,0
UT,1984,49,11661,0.0270131,,0,0,1,1,10429,28.73572,0,0
UT,1985,49,12037,0.0251724,,0,0,1,1,11017,28.91511,0,0
UT,1986,49,12100,0.0258678,,0,0,1,1,11380,29.12307,0,1
UT,1987,49,12679,0.0234246,,1,0,1,1,11862,29.27322,0,1
UT,1988,49,13263,0.0223931,,1,0,1,1,12450,29.50711,0,1
UT,1989,49,13915,0.0217751,,1,0,1,1,13238,29.74526,0,1
UT,1990,49,14646,0.0185716,0.39,1,0,1,1,14214,30.12415,0,1
UT,1991,49,15391,0.0176077,0.45,1,0,1,1,14855,30.24854,0,1
UT,1992,49,16307,0.016496,0.5,1,0,1,1,15561,30.43184,0,1
UT,1993,49,17056,0.017765,0.5,1,0,1,1,16359,30.53959,0,1
UT,1994,49,18078,0.0189733,0.53,1,0,1,1,17004,30.74269,0,1
UT,1995,49,18781,0.0173047,0.56,1,1,1,1,18054,30.8919,0,1
UT,1996,49,19539,0.0164287,0.6,1,1,1,1,19214,30.95534,0,1
UT,1997,49,20444,0.0179026,0.63,1,1,1,1,20185,30.99706,0,1
VA,1983,51,42299,0.0213007,,0,0,0,0,12589,33.88288,0,0
VA,1984,51,44527,0.0227502,,0,0,0,0,13926,34.06588,0,0
VA,1985,51,47928,0.0203639,0.275,0,0,0,0,14906,34.21824,0,0
VA,1986,51,51726,0.0217685,0.347,0,0,1,0,15837,34.31181,0,0
VA,1987,51,54834,0.0186198,0.325,0,0,1,0,16884,34.39148,0,0
VA,1988,51,57453,0.0186587,0.631,1,0,1,0,18064,34.49996,0,1
VA,1989,51,59337,0.0169203,0.527,1,0,1,0,19244,34.59458,0,1
VA,1990,51,60178,0.0179301,0.544,1,0,1,0,20021,34.87753,0,1
VA,1991,51,61099,0.0155158,0.576,1,0,1,0,20498,34.98415,0,1
VA,1992,51,63447,0.0132236,0.716,1,0,1,0,21280,35.15879,0,1
VA,1993,51,64171,0.0136978,0.732,1,0,1,0,22133,35.33334,0,1
VA,1994,51,67609,0.0137556,0.7180001,1,0,1,1,23031,35.49961,0,1
VA,1995,51,69811,0.012892,0.702,1,0,1,1,23943,35.66931,0,1
VA,1996,51,71302,0.0122998,0.696,1,0,1,1,24950,35.85575,0,1
VA,1997,51,70320,0.0139932,0.671,1,0,1,1,26109,35.99415,0,1
VT,1983,50,4151,0.0226451,,0,0,0,0,10813,34.123,0,0
VT,1984,50,4403,0.0258914,,0,0,0,0,11857,34.24621,0,0
