Name,Code,Year,GDP,laborrate,healthexp,infmortality
Greece,GRC,2007,27766.9373699601,53.9,2674.4235741014,4
Greece,GRC,2008,30883.6310571637,54,3109.9895265833,3.7
Greece,GRC,2009,28936.4808718888,53.7,3040.7338305388,3.5
Greece,GRC,2010,26933.8081660494,NA,NA,3.2
Greenland,GRL,2000,19004.0034517255,NA,NA,NA
Greenland,GRL,2001,19275.4328079683,NA,NA,NA
Greenland,GRL,2002,20656.125288935,NA,NA,NA
Greenland,GRL,2003,25129.0765454895,NA,NA,NA
Greenland,GRL,2004,28903.4279621435,NA,NA,NA
Greenland,GRL,2005,29903.284035428,NA,NA,NA
Greenland,GRL,2006,30620.2155288913,NA,NA,NA
Greenland,GRL,2007,37516.7509225391,NA,NA,NA
Greenland,GRL,2008,30883.0349660334,NA,NA,NA
Greenland,GRL,2009,22507.8887155204,NA,NA,NA
Greenland,GRL,2010,NA,NA,NA,NA
Grenada,GRD,2000,4231.390829831,NA,259.092386197,12.6
Grenada,GRD,2001,4151.428033859,NA,324.4146692994,12.2
Grenada,GRD,2002,4288.6894372522,NA,290.8767042817,11.8
Grenada,GRD,2003,4699.1096408827,NA,283.5303434893,11.5
Grenada,GRD,2004,4580.8339869907,NA,268.153743896,11.1
Grenada,GRD,2005,5391.2165576575,NA,318.6991869919,10.7
Grenada,GRD,2006,5478.0111763513,NA,378.7162477339,10.4
Grenada,GRD,2007,5904.3108752171,NA,415.7148842083,10.1
Grenada,GRD,2008,6541.3451261247,NA,438.2001812897,9.8
Grenada,GRD,2009,5906.456800733,NA,446.526632238,9.4
Grenada,GRD,2010,6008.8991048034,NA,NA,9
Guam,GUM,2000,NA,65.9,NA,NA
Guam,GUM,2001,NA,65.7,NA,NA
Guam,GUM,2002,NA,65.6,NA,NA
Guam,GUM,2003,NA,65.4,NA,NA
Guam,GUM,2004,NA,65.1,NA,NA
Guam,GUM,2005,NA,64.9,NA,NA
Guam,GUM,2006,NA,64.7,NA,NA
Guam,GUM,2007,NA,64.5,NA,NA
Guam,GUM,2008,NA,64.3,NA,NA
Guam,GUM,2009,NA,64.4,NA,NA
Guam,GUM,2010,NA,NA,NA,NA
Guatemala,GTM,2000,1716.685341713,63,95.1038421261,37.3
Guatemala,GTM,2001,1624.546727955,63,99.1561040437,35.8
Guatemala,GTM,2002,1760.6799118379,63.1,103.3180296163,34.3
Guatemala,GTM,2003,1811.5836198474,63.1,110.8772757067,33.1
Guatemala,GTM,2004,1931.9416566157,63.2,118.5152268427,31.7
Guatemala,GTM,2005,2139.7264178629,65.1,132.0448356451,30.5
Guatemala,GTM,2006,2319.244586917,66.8,143.8949036544,29.3
Guatemala,GTM,2007,2553.5975712661,66.9,169.7758228808,28.1
Guatemala,GTM,2008,2858.5732756192,67,183.9842748695,27
Guatemala,GTM,2009,2684.9664061475,66.9,186.1231265171,25.9
Guatemala,GTM,2010,2862.6214158052,NA,NA,24.8
Guinea,GIN,2000,372.9843358212,84.4,19.4930181179,105.6
Guinea,GIN,2001,341.3862542544,84.3,20.5546165911,103
Guinea,GIN,2002,354.8375471498,84.3,21.4466351503,100.3
Guinea,GIN,2003,394.1485773033,84.3,19.8863079091,97.6
Guinea,GIN,2004,412.4432932089,84.3,21.0763410216,95.2
Guinea,GIN,2005,324.8453605526,84.2,16.3004549309,92.7
Guinea,GIN,2006,306.6033344913,84.2,16.0212395963,90.1
Guinea,GIN,2007,449.0614603772,84.3,24.4637751141,88
Guinea,GIN,2008,395.2522776702,84.1,21.3243425596,85.9
Guinea,GIN,2009,426.653012824,84.2,18.7702335704,83.6
Guinea,GIN,2010,451.8909177857,NA,NA,81.2
Guinea-Bissau,GNB,2000,173.6626945628,71.4,9.645119574,106.6
Guinea-Bissau,GNB,2001,157.3572866391,71.4,9.1682086478,105
Guinea-Bissau,GNB,2002,157.8980976315,71.5,11.1211205935,103.3
Guinea-Bissau,GNB,2003,361.4418632386,71.6,12.2408785887,101.8
Guinea-Bissau,GNB,2004,389.8035614149,71.5,11.4169656206,100.4
Guinea-Bissau,GNB,2005,418.844505961,71.5,11.899783977,98.8
Guinea-Bissau,GNB,2006,414.5616529608,71.4,13.0616064561,97.3
Guinea-Bissau,GNB,2007,484.9921505542,71.4,14.6789220926,96
Guinea-Bissau,GNB,2008,582.5282213066,71.4,17.4850531665,94.5
Guinea-Bissau,GNB,2009,562.4150146681,71.5,18.3588895648,93.1
Guinea-Bissau,GNB,2010,579.7939129926,NA,NA,92
Guyana,GUY,2000,972.127885621,61.5,51.3611020498,37.3
Guyana,GUY,2001,946.9004521743,62,51.0446033981,35.9
Guyana,GUY,2002,978.9297335982,62.5,53.8777564842,34.6
Guyana,GUY,2003,1001.3555258841,63,52.1530182,33.1
Guyana,GUY,2004,1056.7074510268,63.6,66.4310023374,32
Guyana,GUY,2005,1105.3897905405,63.8,74.8274131898,30.8
Guyana,GUY,2006,1948.9625914773,63.9,85.6022676559,29.7
Guyana,GUY,2007,2320.2365197022,64,115.1453017515,28.4
Guyana,GUY,2008,2558.0852705144,64.1,122.3027259721,27.3
Guyana,GUY,2009,2689.8558792573,63.5,132.5086682485,26.2
Guyana,GUY,2010,2945.1594412742,NA,NA,25.3
Haiti,HTI,2000,423.8688941827,68.5,25.6716206539,77.7
Haiti,HTI,2001,399.0001679422,68.7,22.4439542201,75.5
Haiti,HTI,2002,359.7696493207,68.9,18.841950554,73.2
Haiti,HTI,2003,311.4442761097,69.1,14.5941751334,71
Haiti,HTI,2004,397.3541238861,69.2,18.3055909145,68.8
Haiti,HTI,2005,444.4342611391,69.4,19.4576776902,66.6
Haiti,HTI,2006,514.7874835374,69.7,29.0800391009,64.7
Haiti,HTI,2007,621.4615752929,69.9,35.0269072716,62.9
Haiti,HTI,2008,658.1233347892,70.1,39.7884873368,61.1
Haiti,HTI,2009,656.7792202784,69.9,39.6024871627,59.3
Haiti,HTI,2010,671.4336437797,NA,NA,70.4
Honduras,HND,2000,1142.709658431,65.8,62.0457348087,30.5
Honduras,HND,2001,1192.0871636805,64.5,65.5896390808,29.4
Honduras,HND,2002,1200.5261331806,63.8,73.5426942876,28.2
Honduras,HND,2003,1245.8055409829,63,79.5440307956,27.1
Honduras,HND,2004,1315.5780887607,62.3,84.9352269316,26
Honduras,HND,2005,1418.362289464,61.9,86.8609504181,25
Honduras,HND,2006,1555.7079852326,61.4,91.6391804082,23.9
Honduras,HND,2007,1731.0732910231,61.7,106.4766809673,23
Honduras,HND,2008,1912.883156085,62,120.6209751151,22
Honduras,HND,2009,1921.8794653203,59.9,117.0635277901,21.2
Honduras,HND,2010,2026.2210720707,NA,NA,20.3
"Hong Kong SAR, China",HKG,2000,25374.4955908689,60.9,NA,NA
"Hong Kong SAR, China",HKG,2001,24811.6866791551,61,NA,NA
"Hong Kong SAR, China",HKG,2002,24285.0717638701,61.4,NA,NA
"Hong Kong SAR, China",HKG,2003,23559.1700117003,61.1,NA,NA
"Hong Kong SAR, China",HKG,2004,24454.3913372689,61.1,NA,NA
"Hong Kong SAR, China",HKG,2005,26092.2517778918,60.8,NA,NA
"Hong Kong SAR, China",HKG,2006,27698.5311950785,60.7,NA,NA
"Hong Kong SAR, China",HKG,2007,29900.4114689151,61.5,NA,NA
"Hong Kong SAR, China",HKG,2008,30864.8803451456,61,NA,NA
"Hong Kong SAR, China",HKG,2009,29881.8143612784,60,NA,NA
"Hong Kong SAR, China",HKG,2010,31757.8113753992,NA,NA,NA
Hungary,HUN,2000,4689.608437198,49,326.3671067652,9.3
Hungary,HUN,2001,5221.0992220815,48.8,375.2004760848,8.8
Hungary,HUN,2002,6546.3775933824,48.8,496.9158794441,8.3
Hungary,HUN,2003,8324.7776021901,49.6,690.5923802158,7.9
Hungary,HUN,2004,10099.4131522191,49.4,813.2623485465,7.4
Hungary,HUN,2005,10924.4307424643,50.1,910.2135998549,7
Hungary,HUN,2006,11199.1415494716,50.5,907.9198754712,6.7
Hungary,HUN,2007,13713.2220575565,50.4,1023.7615274597,6.3
Hungary,HUN,2008,15485.2191528605,50,1119.1188574922,6
Hungary,HUN,2009,12847.3031482234,50.1,937.9861716904,5.7
Hungary,HUN,2010,13030.5430368054,NA,NA,5.4
Iceland,ISL,2000,30951.239268527,80.6,2995.7120864412,2.9
Iceland,ISL,2001,27799.9404991952,80.1,2648.1710195808,2.8
Iceland,ISL,2002,30927.8053232096,79.1,3220.8762448511,2.6
Iceland,ISL,2003,37882.2470973442,79.7,3990.6268139185,2.5
Iceland,ISL,2004,45309.0671243616,78.3,4520.2212091079,2.3
Iceland,ISL,2005,54937.5765399377,77.8,5217.3793993039,2.2
Iceland,ISL,2006,54812.8031241595,78.6,5022.1546347622,2.1
Iceland,ISL,2007,65565.6711714607,78.9,6028.6645912089,2
Iceland,ISL,2008,53128.6175792626,78.4,4861.5299499004,1.8
Iceland,ISL,2009,37972.2370348877,77.5,3130.3908630232,1.7
Iceland,ISL,2010,39678.8399609226,NA,NA,1.6
India,IND,2000,452.9693997509,58.4,20.6753316598,62.7
India,IND,2001,462.8195234368,58.3,22.0572612584,61.1
India,IND,2002,483.664180152,58.1,22.3570698456,59.6
India,IND,2003,563.1925702499,58,24.719878448,58
India,IND,2004,668.2959015793,57.8,26.5165675062,56.4
India,IND,2005,761.9667042199,57.8,29.9731177301,54.9
India,IND,2006,857.2083285805,57.8,33.930692192,53.5
India,IND,2007,1104.5880300374,57.8,42.0742113267,52.1
India,IND,2008,1064.7543060826,57.8,45.2721981654,50.8
India,IND,2009,1195.0003189814,57.6,44.8025797914,49.5
India,IND,2010,1476.6027254678,NA,NA,48.2
Indonesia,IDN,2000,773.3111368709,67.8,15.842502523,38.4
Indonesia,IDN,2001,742.1107816498,67.6,17.3257985184,37.1
Indonesia,IDN,2002,893.3199025325,67.4,20.751164852,35.8
Indonesia,IDN,2003,1058.2999838514,67.7,27.8414908964,34.7
Indonesia,IDN,2004,1143.4969506944,68,28.0962834906,33.5
Indonesia,IDN,2005,1257.6533962475,68.2,26.8435713499,32.4
Indonesia,IDN,2006,1585.650791352,68.3,37.771449683,31.3
Indonesia,IDN,2007,1858.8230583681,68.3,47.7604601445,30.3
Indonesia,IDN,2008,2171.6286707641,68.3,50.8525968717,29.2
Indonesia,IDN,2009,2271.7752528061,68.9,55.4436475465,28.1
Indonesia,IDN,2010,2945.5766910681,NA,NA,27.2
"Iran, Islamic Rep.",IRN,2000,1550.0906078564,51.5,225.6157161799,35.2
"Iran, Islamic Rep.",IRN,2001,1740.7962846136,51.7,287.4618267572,33.2
"Iran, Islamic Rep.",IRN,2002,1732.1216608681,52,99.9298019409,31.7
"Iran, Islamic Rep.",IRN,2003,1989.5138011492,52.2,95.0192268961,30.3
"Iran, Islamic Rep.",IRN,2004,2369.2655850132,52.5,114.9351059534,28.7
"Iran, Islamic Rep.",IRN,2005,2753.6127036191,52.9,153.8308209348,27.4
"Iran, Islamic Rep.",IRN,2006,3157.7493120746,52.4,171.913955267,26.1
"Iran, Islamic Rep.",IRN,2007,4004.4227496744,52,216.8742699418,25
"Iran, Islamic Rep.",IRN,2008,4678.2488018143,51.1,254.3030214094,23.9
"Iran, Islamic Rep.",IRN,2009,4525.9486080335,52.8,268.7546995726,22.8
"Iran, Islamic Rep.",IRN,2010,NA,NA,NA,21.8
Iraq,IRQ,2000,1063.4814945031,41.6,15.8978450162,34.4
Iraq,IRQ,2001,759.3351939105,41.6,11.0802072791,34.1
Iraq,IRQ,2002,741.6417670081,41.6,10.9108156856,33.9
Iraq,IRQ,2003,NA,41.6,13.7312182662,33.6
Iraq,IRQ,2004,957.1619198636,41.5,56.6156114251,33.3
Iraq,IRQ,2005,1134.7368515199,41.5,56.8415053358,32.9
Iraq,IRQ,2006,1585.489564527,41.5,60.0620300204,32.7
Iraq,IRQ,2007,1945.539632635,41.5,77.8685850722,32.2
Iraq,IRQ,2008,2867.2950843826,41.4,108.8726197998,32.1
Iraq,IRQ,2009,2096.8510541037,41.3,98.4540593263,31.9
Iraq,IRQ,2010,2564.7268587414,NA,NA,31.4
Ireland,IRL,2000,25427.137319926,59.1,1538.0783647672,5.9
Ireland,IRL,2001,27111.433124331,59.3,1810.2681799553,5.6
Ireland,IRL,2002,31225.6868840658,59.7,2198.0324146827,5.3
Ireland,IRL,2003,39540.0678408217,59.9,2885.6120293288,5
Ireland,IRL,2004,45558.8712995865,60.4,3408.5137908543,4.7
Ireland,IRL,2005,48523.2063599446,62.2,3627.0328074072,4.4
Ireland,IRL,2006,52219.6686674657,63.1,3827.2233025378,4.1
Ireland,IRL,2007,59488.952232922,63.6,4454.75050526,3.9
Ireland,IRL,2008,59573.3699222131,63.2,5252.7735768074,3.6
Ireland,IRL,2009,49737.927449366,63.6,4951.8446871335,3.4
Ireland,IRL,2010,45497.1266648523,NA,NA,3.2
Isle of Man,IMN,2000,20359.4625159926,NA,NA,NA
Isle of Man,IMN,2001,20812.8090918468,NA,NA,NA
Isle of Man,IMN,2002,24251.805733629,NA,NA,NA
Isle of Man,IMN,2003,28727.9529033934,NA,NA,NA
Isle of Man,IMN,2004,34732.6201366155,NA,NA,NA
Isle of Man,IMN,2005,36449.1134120432,NA,NA,NA
Isle of Man,IMN,2006,42649.3301514961,NA,NA,NA
Isle of Man,IMN,2007,50191.0617249926,NA,NA,NA
Isle of Man,IMN,2008,NA,NA,NA,NA
Isle of Man,IMN,2009,NA,NA,NA,NA
Isle of Man,IMN,2010,NA,NA,NA,NA
Israel,ISR,2000,19836.0981552565,55.7,1450.868151363,5.6
Israel,ISR,2001,19111.5361992381,55.7,1495.7841154279,5.4
Israel,ISR,2002,17200.9525000943,55.5,1332.1323751357,5.1
Israel,ISR,2003,17774.1669861167,55.8,1363.3601077547,4.9
Israel,ISR,2004,18628.7160030275,56.2,1408.8824140319,4.6
Israel,ISR,2005,19371.5647061962,56.4,1477.5499185299,4.4
Israel,ISR,2006,20676.1869021995,56.8,1521.0346947189,4.2
Israel,ISR,2007,23257.2813610588,57.7,1758.8055493429,4.1
Israel,ISR,2008,27651.79636539,59.7,2092.6725886093,3.9
Israel,ISR,2009,26102.3505745939,57.1,1966.4718896328,3.7
Israel,ISR,2010,28504.1456968964,NA,NA,3.6
Italy,ITA,2000,19269.0273544191,47.6,1546.8578180743,4.8
Italy,ITA,2001,19609.4200568222,47.8,1606.4890322269,4.5
Italy,ITA,2002,21325.6944487075,48.3,1777.360204184,4.3
Italy,ITA,2003,26164.0552245752,48.7,2163.1373471264,4.1
Italy,ITA,2004,29700.3276806861,49.4,2542.9671858964,3.9
Italy,ITA,2005,30332.4250860393,48.9,2613.4057954025,3.8
Italy,ITA,2006,31614.074429484,49,2723.6569957162,3.6
Italy,ITA,2007,35641.1186410059,48.7,2973.3622832469,3.5
Italy,ITA,2008,38382.3125386452,49.1,3342.863147998,3.3
Italy,ITA,2009,35073.3224650438,49.1,3327.6298693268,3.2
Italy,ITA,2010,33916.8771832833,NA,NA,3.1
Jamaica,JAM,2000,3479.0567543914,67.8,190.4953562126,25.2
Jamaica,JAM,2001,3495.2993358383,67.2,179.4017299187,24.7
Jamaica,JAM,2002,3697.0053807203,66.4,180.8210545354,24.2
Jamaica,JAM,2003,3579.5950875444,65.8,163.3936192328,23.6
Jamaica,JAM,2004,3841.7767870151,65.5,184.4298943948,23.1
Jamaica,JAM,2005,4207.5639372688,65.6,171.4027775999,22.5
Jamaica,JAM,2006,4502.0217523063,65.6,187.6678149221,22.2
Jamaica,JAM,2007,4818.6478139543,65.5,231.2284815227,21.7
Jamaica,JAM,2008,5255.070808527,65.4,256.4716364955,21.2
Jamaica,JAM,2009,4693.4274622834,64.7,231.0817637284,20.7
Jamaica,JAM,2010,5178.7493152695,NA,NA,20.2
Japan,JPN,2000,36789.2196902372,62.4,2827.4510788433,3.3
Japan,JPN,2001,32210.1179245226,62,2557.7176799871,3.2
Japan,JPN,2002,30745.3025845439,61.4,2449.7835137963,3.1
Japan,JPN,2003,33112.7707366013,61,2679.4156147491,2.9
Japan,JPN,2004,36051.0711454418,60.5,2901.04270094,2.9
Japan,JPN,2005,35627.2466412132,60.5,2907.8766015591,2.8
Japan,JPN,2006,34147.8250113825,60.4,2758.9261918892,2.7
Japan,JPN,2007,34264.0537763238,60.6,2781.6511336802,2.6
Japan,JPN,2008,38212.271544173,60.5,3189.784408346,2.5
Japan,JPN,2009,39456.4387615953,59.5,3321.4663882482,2.4
Japan,JPN,2010,43136.8596960941,NA,NA,2.4
Jordan,JOR,2000,1764.2298924926,49.5,169.3448230049,24.6
Jordan,JOR,2001,1826.220624301,49.4,180.312718912,23.9
Jordan,JOR,2002,1902.3882810639,49,185.1106792069,23.2
Jordan,JOR,2003,1974.7784972889,48.9,184.0517545062,22.6
Jordan,JOR,2004,2157.1626742636,48.8,199.6670283407,21.9
Jordan,JOR,2005,2326.2802305854,48.9,202.0676022337,21.3
Jordan,JOR,2006,2825.6215510393,49,214.7617495268,20.7
Jordan,JOR,2007,3137.6512998736,49.4,247.2213413596,20.1
Jordan,JOR,2008,3922.0498018994,49.8,325.124499662,19.5
Jordan,JOR,2009,4242.1536972636,49.3,335.8154414592,18.9
Jordan,JOR,2010,4559.8703489334,NA,NA,18.4
Kazakhstan,KAZ,2000,1229.000958445,70.1,50.8659732204,37.8
Kazakhstan,KAZ,2001,1490.9267511843,70.2,51.5610837422,36.9
Kazakhstan,KAZ,2002,1658.0311460152,70.2,59.6485893927,36
Kazakhstan,KAZ,2003,2068.123518482,69.8,75.9684590813,34.9
Kazakhstan,KAZ,2004,2874.28848273,69.1,112.9736425761,34.2
Kazakhstan,KAZ,2005,3771.2789573385,69.4,152.986096902,33.2
Kazakhstan,KAZ,2006,5291.5740221925,69.8,208.7141272472,32.6
Kazakhstan,KAZ,2007,6771.6468648902,70.3,232.7462339419,31.6
Kazakhstan,KAZ,2008,8513.5626085993,70.8,332.7146037112,30.7
Kazakhstan,KAZ,2009,7240.5702578293,70.6,330.111335289,29.9
Kazakhstan,KAZ,2010,8763.5752256115,NA,NA,29.1
Kenya,KEN,2000,406.0728332379,81.6,17.1522545551,68.6
Kenya,KEN,2001,404.864838277,81.6,17.008998568,66.9
Kenya,KEN,2002,399.3354503203,81.7,17.2863175032,65.5
Kenya,KEN,2003,440.866787379,81.7,18.6871909469,64.2
Kenya,KEN,2004,463.8357444066,81.7,19.1704159884,62.8
Kenya,KEN,2005,526.130720901,81.7,22.3319899503,61.4
Kenya,KEN,2006,615.808870461,81.8,26.5889131043,60
Kenya,KEN,2007,724.9164146803,81.8,31.1348682426,58.8
Kenya,KEN,2008,780.941385231,81.9,33.1123579753,57.3
Kenya,KEN,2009,744.4031028842,82.2,33.249120238,56.3
Kenya,KEN,2010,775.2790327567,NA,NA,55.1
Kiribati,KIR,2000,812.2761659919,NA,64.9070265662,49.8
Kiribati,KIR,2001,745.8885102489,NA,66.2505117156,48.5
Kiribati,KIR,2002,851.1343650744,NA,75.074326077,47.3
Kiribati,KIR,2003,1053.4072716532,NA,102.020965857,46.1
Kiribati,KIR,2004,1132.829600659,NA,117.7641723651,45
Kiribati,KIR,2005,1184.2687165226,NA,126.9498838367,43.8
Kiribati,KIR,2006,1172.5342888813,NA,134.2211756007,42.7
Kiribati,KIR,2007,1345.2260273831,NA,176.0106588128,41.6
Kiribati,KIR,2008,1372.6702990836,NA,171.3568608885,40.5
Kiribati,KIR,2009,1305.803786859,NA,158.5064324214,39.6
Kiribati,KIR,2010,1518.6546318252,NA,NA,38.5
"Korea, Dem. Rep.",PRK,2000,NA,65.4,NA,41.8
"Korea, Dem. Rep.",PRK,2001,NA,65.3,NA,36.6
"Korea, Dem. Rep.",PRK,2002,NA,65.4,NA,32.1
"Korea, Dem. Rep.",PRK,2003,NA,65.5,NA,28.7
"Korea, Dem. Rep.",PRK,2004,NA,65.7,NA,26.6
"Korea, Dem. Rep.",PRK,2005,NA,65.7,NA,25.8
"Korea, Dem. Rep.",PRK,2006,NA,65.8,NA,26
"Korea, Dem. Rep.",PRK,2007,NA,65.7,NA,26.2
"Korea, Dem. Rep.",PRK,2008,NA,65.7,NA,26.4
"Korea, Dem. Rep.",PRK,2009,NA,66,NA,26.4
"Korea, Dem. Rep.",PRK,2010,NA,NA,NA,26.3
"Korea, Rep.",KOR,2000,11346.6649874203,60.9,543.0566161362,5
"Korea, Rep.",KOR,2001,10654.9355534291,61,565.4058793243,4.9
"Korea, Rep.",KOR,2002,12093.7572968479,61.4,622.553047396,4.8
"Korea, Rep.",KOR,2003,13451.2294176853,60.9,723.6426601942,4.7
"Korea, Rep.",KOR,2004,15028.9401491226,61.5,809.9660940864,4.6
"Korea, Rep.",KOR,2005,17550.8538854009,61.4,1005.3978192046,4.5
"Korea, Rep.",KOR,2006,19706.6790687808,61.3,1199.687484125,4.4
"Korea, Rep.",KOR,2007,21653.3752515058,61.3,1372.9731924955,4.4
"Korea, Rep.",KOR,2008,19161.8944798409,60.8,1244.9523895831,4.4
"Korea, Rep.",KOR,2009,17109.9850624854,60.9,1107.9483325155,4.3
"Korea, Rep.",KOR,2010,20756.6886611475,NA,NA,4.2
Kosovo,KSV,2000,1087.7624012089,NA,NA,NA
Kosovo,KSV,2001,1473.1746844192,NA,NA,NA
Kosovo,KSV,2002,1555.8014087136,NA,NA,NA
Kosovo,KSV,2003,1919.3839339756,NA,NA,NA
Kosovo,KSV,2004,2071.6763503171,NA,NA,NA
Kosovo,KSV,2005,2118.3457726043,NA,NA,NA
Kosovo,KSV,2006,2203.4297840564,NA,NA,NA
Kosovo,KSV,2007,2620.3704518009,NA,NA,NA
Kosovo,KSV,2008,3142.9291077893,NA,NA,NA
Kosovo,KSV,2009,3010.9933584198,NA,NA,NA
Kosovo,KSV,2010,3080.2911718023,NA,NA,NA
Kuwait,KWT,2000,19434.4000155478,70.4,437.5306706461,10.4
Kuwait,KWT,2001,17362.1527100171,70.5,551.0492107119,10.2
Kuwait,KWT,2002,18426.1796687463,70.5,571.2778485827,10
Kuwait,KWT,2003,22510.8862208769,70.5,625.4941096729,9.9
Kuwait,KWT,2004,27148.1704518449,69.9,641.3398823531,9.9
Kuwait,KWT,2005,35687.9176566397,69.4,729.1003238544,9.8
Kuwait,KWT,2006,43191.0278873207,69,842.186358922,9.8
Kuwait,KWT,2007,46866.9774410988,68.8,868.1563266086,9.7
Kuwait,KWT,2008,58383.9054159975,68.4,989.8305198949,9.7
Kuwait,KWT,2009,41364.6893367253,68.5,1416.0999037984,9.6
Kuwait,KWT,2010,NA,NA,NA,9.6
Kyrgyz Republic,KGZ,2000,278.6588723012,64.9,12.9329204269,44.1
Kyrgyz Republic,KGZ,2001,307.8052597704,64.6,14.5738380402,42.6
Kyrgyz Republic,KGZ,2002,321.5654557041,64.3,17.2175978055,41.5
Kyrgyz Republic,KGZ,2003,380.862299244,63.8,20.3841627166,40.5
Kyrgyz Republic,KGZ,2004,434.2472594906,63.4,23.8618774388,39.2
Kyrgyz Republic,KGZ,2005,478.249470581,64.6,27.4344067551,38
Kyrgyz Republic,KGZ,2006,545.8617687295,65.5,34.4584884587,37
Kyrgyz Republic,KGZ,2007,726.4014233238,66.6,46.7686038849,36.1
Kyrgyz Republic,KGZ,2008,973.8641855493,67.6,54.1461747459,34.9
Kyrgyz Republic,KGZ,2009,881.3604649333,66.6,57.0936551088,34
Kyrgyz Republic,KGZ,2010,860.3936645464,NA,NA,32.8
Lao PDR,LAO,2000,326.3373404414,80.4,10.2392038805,64.4
Lao PDR,LAO,2001,326.9824057678,80.2,12.8006364422,61.8
Lao PDR,LAO,2002,332.8653433303,79.9,12.8229892066,59.5
Lao PDR,LAO,2003,384.955102977,79.6,16.9603404937,57.1
Lao PDR,LAO,2004,442.3981552279,79.4,19.3175224096,54.7
Lao PDR,LAO,2005,475.9338337336,79.1,20.8421366307,52.2
Lao PDR,LAO,2006,598.6946907356,78.8,23.0343227983,50.3
Lao PDR,LAO,2007,718.6875896362,78.5,26.8692448071,48.2
Lao PDR,LAO,2008,912.9234290481,78.2,33.9871811415,46.4
Lao PDR,LAO,2009,997.2400973062,78.3,35.8247702505,44.3
Lao PDR,LAO,2010,1208.2634506129,NA,NA,42.1
Latvia,LVA,2000,3302.3054069948,56,197.605770207,13.9
Latvia,LVA,2001,3523.971065524,56.5,216.9507245159,12.9
Latvia,LVA,2002,3984.0821557001,58.1,249.8956481089,12
Latvia,LVA,2003,4810.6698286644,57.2,298.0978570425,11.3
Latvia,LVA,2004,5950.1281963667,57.6,390.0808722025,10.7
Latvia,LVA,2005,6973.1609425496,57.6,434.3021948641,10.2
Latvia,LVA,2006,8713.0679531249,59.3,544.6179033255,9.8
Latvia,LVA,2007,12638.1472877512,60.6,788.1030100357,9.3
Latvia,LVA,2008,14857.8866192073,62.2,979.0720149204,8.9
Latvia,LVA,2009,11475.6923347794,61.5,750.4492570617,8.5
Latvia,LVA,2010,10704.6721589158,NA,NA,8.1
Lebanon,LBN,2000,4612.1986715905005,44.8,487.8555659556,24.5
Lebanon,LBN,2001,4641.1258040979,44.9,479.2711916303,23.7
Lebanon,LBN,2002,4950.8127188107,45.1,456.4050871178,23.2
Lebanon,LBN,2003,5103.1182533292,45.2,442.9233877131,22.5
Lebanon,LBN,2004,5453.0838782566,45.2,449.2131865641,22
Lebanon,LBN,2005,5389.0776301936,45.3,449.6270608483,21.4
Lebanon,LBN,2006,5475.8713991035,45.3,467.8450818285,21
Lebanon,LBN,2007,6059.8529816426,45.4,507.0031404958,20.7
Lebanon,LBN,2008,7218.674244627,45.2,604.3871564901,19.9
Lebanon,LBN,2009,8321.3707405574,46.1,663.27358145,19.4
Lebanon,LBN,2010,9261.7430057336,NA,NA,18.8
Lesotho,LSO,2000,379.7756225653,73.9,27.8444522193,87.5
Lesotho,LSO,2001,345.1433217307,73.9,27.7793270352,87
Lesotho,LSO,2002,317.6707916489,73.9,23.4188562403,86.3
Lesotho,LSO,2003,466.8183363192,73.9,35.1683700565,85.6
Lesotho,LSO,2004,603.0857342622,73.8,42.9204604693,84.6
Lesotho,LSO,2005,655.8675350615,73.9,42.8755817776,83.4
Lesotho,LSO,2006,678.4269012998,73.8,50.3838245955,81.3
Lesotho,LSO,2007,750.749019844,73.7,55.949572961,77.5
Lesotho,LSO,2008,752.3765602392,73.7,60.4677325061,72
Lesotho,LSO,2009,800.4201911709,74,70.0499259164,67
Lesotho,LSO,2010,982.1203346151,NA,NA,64.6
Liberia,LBR,2000,196.9943392551,71.3,18.5296610198,115.1
Liberia,LBR,2001,184.7381249341,71.2,17.5177078904,110.2
Liberia,LBR,2002,186.6771415408,71.3,16.5049574245,105.9
Liberia,LBR,2003,135.0491811968,71.2,11.9643958236,101
Liberia,LBR,2004,148.7363380517,71.2,13.2780730654,96.4
Liberia,LBR,2005,166.5965473905,71.2,15.2566032043,92.1
Liberia,LBR,2006,184.6444612177,71.1,16.5590534743,88.3
Liberia,LBR,2007,211.3579642445,71.1,21.8354568551,84.3
Liberia,LBR,2008,230.2901432733,71.1,26.4979654136,80.6
Liberia,LBR,2009,229.2703052092,71.1,29.3561294764,77.6
Liberia,LBR,2010,246.9132374366,NA,NA,73.6
Libya,LBY,2000,6479.7125224821,50.5,211.6905518903,21.6
Libya,LBY,2001,5330.8317506786,50.8,216.70248782,20.5
Libya,LBY,2002,3651.3525650971,51.2,177.6555152658,19.7
Libya,LBY,2003,4342.5790940437,51.9,186.1578988515,18.8
Libya,LBY,2004,5905.8578230592,52.1,198.5407421885,18
Libya,LBY,2005,7626.0345192453,52.3,217.2547705829,17
Libya,LBY,2006,9583.7946987124,52.4,235.4394171439,16.3
Libya,LBY,2007,11921.4090741896,52.3,332.5493499814,15.4
Libya,LBY,2008,15150.1559223747,52.2,458.0270649485,14.7
Libya,LBY,2009,9957.4904063992,52.8,416.7452411318,14
